League,Y,Franchise,Team,G,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,avgFGM,avgFGA,avgFG%,avg3FGM,avg3FGA,avg3FG%,avgFTM,avgFTA,avgFT%,avgOFF,avgDEF,avgREB,avgAST,avgSTL,avgBLK,avgTO,avgPF,avgPTS
NBA,1990,Orlando Magic,ORL,82,3298,7256,0.45,270,754,0.36,1818,2447,0.74,1233,2429,3662,1809,602,306,1391,1976,8684,40.2,88.5,0.45,3.3,9.2,0.36,22.2,29.8,0.74,15,29.6,44.7,22.1,7.3,3.7,17,24.1,105.9
NBA,1990,Philadelphia 76ers,PHI,82,3289,6925,0.47,195,618,0.32,1868,2366,0.79,984,2496,3480,1824,678,479,1230,1629,8641,40.1,84.5,0.47,2.4,7.5,0.32,22.8,28.9,0.79,12,30.4,42.4,22.2,8.3,5.8,15,19.9,105.4
NBA,1990,Phoenix Suns,PHO,82,3573,7199,0.5,138,432,0.32,2064,2680,0.77,1132,2598,3730,2209,687,535,1302,1850,9348,43.6,87.8,0.5,1.7,5.3,0.32,25.2,32.7,0.77,13.8,31.7,45.5,26.9,8.4,6.5,15.9,22.6,114.0
NBA,1990,Portland Trail Blazers,POR,82,3577,7369,0.49,341,904,0.38,1912,2538,0.75,1202,2561,3763,2254,724,410,1309,1975,9407,43.6,89.9,0.49,4.2,11,0.38,23.3,31.0,0.75,14.7,31.2,45.9,27.5,8.8,5,16,24.1,114.7
NBA,1990,Sacramento Kings,SAC,82,3086,6818,0.45,216,578,0.37,1540,2105,0.73,1027,2218,3245,1991,631,513,1272,2075,7928,37.6,83.1,0.45,2.6,7,0.37,18.8,25.7,0.73,12.5,27,39.6,24.3,7.7,6.3,15.5,25.3,96.7
NBA,1990,San Antonio Spurs,SAS,82,3409,6988,0.49,81,297,0.27,1883,2459,0.77,1131,2657,3788,2140,670,571,1445,1896,8782,41.6,85.2,0.49,1,3.6,0.27,23.0,30.0,0.77,13.8,32.4,46.2,26.1,8.2,7,17.6,23.1,107.1
NBA,1990,Utah Jazz,UTA,82,3214,6537,0.49,148,458,0.32,1951,2472,0.79,867,2474,3341,2217,652,451,1305,1796,8527,39.2,79.7,0.49,1.8,5.6,0.32,23.8,30.1,0.79,10.6,30.2,40.7,27.0,8,5.5,15.9,21.9,104.0
NBA,1990,Washington Wizards,WAS,82,3390,7268,0.47,55,284,0.19,1478,2028,0.73,1173,2390,3563,2081,588,468,1359,1927,8313,41.3,88.6,0.47,0.7,3.5,0.19,18.0,24.7,0.73,14.3,29.1,43.5,25.4,7.2,5.7,16.6,23.5,101.4
NBA,1991,Atlanta Hawks,ATL,82,3492,7476,0.47,210,671,0.31,1517,2074,0.73,1288,2498,3786,2123,793,320,1255,1771,8711,42.6,91.2,0.47,2.6,8.2,0.31,18.5,25.3,0.73,15.7,30.5,46.2,25.9,9.7,3.9,15.3,21.6,106.2
NBA,1991,Boston Celtics,BOS,82,3543,7196,0.49,110,359,0.31,1549,1917,0.81,1095,2583,3678,2072,636,484,1165,1686,8745,43.2,87.8,0.49,1.3,4.4,0.31,18.9,23.4,0.81,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6
NBA,1991,Brooklyn Nets,NJN,82,3473,7580,0.46,224,670,0.33,1471,2009,0.73,1512,2392,3904,1937,736,615,1392,1834,8641,42.4,92.4,0.46,2.7,8.2,0.33,17.9,24.5,0.73,18.4,29.2,47.6,23.6,9,7.5,17,22.4,105.4
NBA,1991,Charlotte Hornets,CHA,82,3613,7568,0.48,117,369,0.32,1637,2168,0.76,1164,2367,3531,2284,822,309,1273,1819,8980,44.1,92.3,0.48,1.4,4.5,0.32,20.0,26.4,0.76,14.2,28.9,43.1,27.9,10,3.8,15.5,22.2,109.5
NBA,1991,Chicago Bulls,CHI,82,3643,7168,0.51,138,454,0.3,1587,2132,0.74,1173,2439,3612,2279,672,480,1088,1693,9011,44.4,87.4,0.51,1.7,5.5,0.3,19.4,26.0,0.74,14.3,29.7,44,27.8,8.2,5.9,13.3,20.6,109.9
NBA,1991,Cleveland Cavaliers,CLE,82,3427,7025,0.49,253,708,0.36,1819,2259,0.81,1041,2450,3491,2260,616,621,1073,1556,8926,41.8,85.7,0.49,3.1,8.6,0.36,22.2,27.5,0.81,12.7,29.9,42.6,27.6,7.5,7.6,13.1,19.0,108.9
NBA,1991,Dallas Mavericks,DAL,82,3120,7104,0.44,268,797,0.34,1499,1999,0.75,1194,2439,3633,1630,536,349,1202,1867,8007,38.0,86.6,0.44,3.3,9.7,0.34,18.3,24.4,0.75,14.6,29.7,44.3,19.9,6.5,4.3,14.7,22.8,97.6
NBA,1991,Denver Nuggets,DEN,82,3262,7380,0.44,126,418,0.3,1526,2067,0.74,1350,2352,3702,1553,773,461,1447,1984,8176,39.8,90.0,0.44,1.5,5.1,0.3,18.6,25.2,0.74,16.5,28.7,45.1,18.9,9.4,5.6,17.6,24.2,99.7
NBA,1991,Detroit Pistons,DET,82,3191,6867,0.46,165,526,0.31,1566,2108,0.74,1210,2421,3631,1899,546,357,1212,1646,8113,38.9,83.7,0.46,2,6.4,0.31,19.1,25.7,0.74,14.8,29.5,44.3,23.2,6.7,4.4,14.8,20.1,98.9
NBA,1991,Golden State Warriors,GSW,82,3767,7427,0.51,254,763,0.33,1944,2606,0.75,1137,2376,3513,2064,854,375,1353,2049,9732,45.9,90.6,0.51,3.1,9.3,0.33,23.7,31.8,0.75,13.9,29,42.8,25.2,10.4,4.6,16.5,25.0,118.7
NBA,1991,Houston Rockets,HOU,82,3273,6894,0.47,329,959,0.34,1491,2020,0.74,1074,2432,3506,2058,656,571,1378,1769,8366,39.9,84.1,0.47,4,11.7,0.34,18.2,24.6,0.74,13.1,29.7,42.8,25.1,8,7,16.8,21.6,102.0
NBA,1991,Indiana Pacers,IND,82,3498,7079,0.49,333,940,0.35,1868,2364,0.79,1083,2564,3647,2398,705,393,1402,2137,9197,42.7,86.3,0.49,4.1,11.5,0.35,22.8,28.8,0.79,13.2,31.3,44.5,29.2,8.6,4.8,17.1,26.1,112.2
NBA,1991,Los Angeles Clippers,LAC,82,3347,7076,0.47,145,502,0.29,1601,2223,0.72,1132,2393,3525,2053,824,498,1269,1873,8440,40.8,86.3,0.47,1.8,6.1,0.29,19.5,27.1,0.72,13.8,29.2,43,25.0,10,6.1,15.5,22.8,102.9
NBA,1991,Los Angeles Lakers,LAL,82,3183,6977,0.46,119,445,0.27,1744,2278,0.77,1156,2196,3352,1803,756,400,1089,1543,8229,38.8,85.1,0.46,1.5,5.4,0.27,21.3,27.8,0.77,14.1,26.8,40.9,22.0,9.2,4.9,13.3,18.8,100.4
NBA,1991,Miami Heat,MIA,82,3256,7061,0.46,257,751,0.34,1839,2329,0.79,1187,2366,3553,1749,670,373,1377,1819,8608,39.7,86.1,0.46,3.1,9.2,0.34,22.4,28.4,0.79,14.5,28.9,43.3,21.3,8.2,4.5,16.8,22.2,105.0
NBA,1991,Milwaukee Bucks,MIL,82,3321,7216,0.46,371,1005,0.37,1596,2104,0.76,1297,2172,3469,2018,863,317,1350,1904,8609,40.5,88.0,0.46,4.5,12.3,0.37,19.5,25.7,0.76,15.8,26.5,42.3,24.6,10.5,3.9,16.5,23.2,105.0
NBA,1991,Minnesota Timberwolves,MIN,82,3366,7342,0.46,126,394,0.32,1379,1857,0.74,1167,2168,3335,2025,619,526,1157,1866,8237,41.0,89.5,0.46,1.5,4.8,0.32,16.8,22.6,0.74,14.2,26.4,40.7,24.7,7.5,6.4,14.1,22.8,100.5
NBA,1991,New York Knicks,NYK,82,3312,6947,0.48,201,618,0.33,1503,2049,0.73,1185,2489,3674,2130,634,382,1242,1905,8328,40.4,84.7,0.48,2.5,7.5,0.33,18.3,25.0,0.73,14.5,30.4,44.8,26.0,7.7,4.7,15.1,23.2,101.6
