League,Y,Franchise,Team,G,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,avgFGM,avgFGA,avgFG%,avg3FGM,avg3FGA,avg3FG%,avgFTM,avgFTA,avgFT%,avgOFF,avgDEF,avgREB,avgAST,avgSTL,avgBLK,avgTO,avgPF,avgPTS,Column1,impliedFGM,impliedFGA,impliedFG%,implied3FGM,implied3FGA,implied3FG%,impliedFTM,impliedFTA,impliedFT%,impliedREB,impliedAST,impliedSTL,impliedBLK,impliedTO,impliedPF,impliedPTS
NBA,1998,Portland Trail Blazers,POR,50,1747,3956,0.44,246,675,0.36,1002,1349,0.74,646,1570,2216,1073,411,290,771,1126,4742,34.9,79.1,0.44,4.9,13.5,0.36,20.0,27.0,0.74,12.9,31.4,44.3,21.5,8.2,5.8,15.4,22.5,94.8,1181,1558,3562,0.437394722066255,245,674,0.363501483679525,814,1116,0.729390681003584,1743,996,387,256,647,986,4175
NBA,1998,Sacramento Kings,SAC,50,1918,4307,0.45,290,943,0.31,883,1293,0.68,706,1573,2279,1129,444,232,842,1016,5009,38.4,86.1,0.45,5.8,18.9,0.31,17.7,25.9,0.68,14.1,31.5,45.6,22.6,8.9,4.6,16.8,20.3,100.2,1228,1862,4185,0.444922341696535,289,938,0.308102345415778,857,1253,0.683958499600958,2162,1120,428,204,799,947,4870
NBA,1998,San Antonio Spurs,SAS,50,1740,3812,0.46,172,521,0.33,988,1415,0.7,614,1584,2198,1101,421,351,759,1010,4640,34.8,76.2,0.46,3.4,10.4,0.33,19.8,28.3,0.7,12.3,31.7,44.0,22.0,8.4,7,15.2,20.2,92.8,1270,1688,3713,0.454618906544573,167,505,0.330693069306931,961,1367,0.702999268471105,2040,1073,408,339,687,928,4504
NBA,1998,Toronto Raptors,TOR,50,1660,3940,0.42,226,662,0.34,1011,1330,0.76,712,1447,2159,1036,439,321,799,1139,4557,33.2,78.8,0.42,4.5,13.2,0.34,20.2,26.6,0.76,14.2,28.9,43.2,20.7,8.8,6.4,16,22.8,91.1,1384,1448,3438,0.421175101803374,226,662,0.341389728096677,835,1068,0.781835205992509,1817,980,419,247,655,917,3957
NBA,1998,Utah Jazz,UTA,50,1684,3620,0.47,140,388,0.36,1158,1510,0.77,555,1508,2063,1204,398,276,814,1133,4666,33.7,72.4,0.47,2.8,7.8,0.36,23.2,30.2,0.77,11.1,30.2,41.3,24.1,8,5.5,16.3,22.7,93.3,1428,1523,3268,0.466034271725826,140,388,0.360824742268041,1052,1333,0.789197299324831,1591,1173,376,130,703,919,4238
NBA,1998,Washington Wizards,WAS,50,1768,3969,0.45,179,580,0.31,845,1198,0.71,595,1403,1998,1064,393,193,736,1151,4560,35.4,79.4,0.45,3.6,11.6,0.31,16.9,24.0,0.71,11.9,28.1,40.0,21.3,7.9,3.9,14.7,23.0,91.2,1485,1574,3615,0.435408022130014,179,580,0.308620689655172,750,987,0.759878419452888,1395,1035,328,87,638,905,4077
NBA,1999,Atlanta Hawks,ATL,82,3000,6807,0.44,258,814,0.32,1477,1987,0.74,1146,2570,3716,1548,500,461,1266,1718,7735,36.6,83.0,0.44,3.1,9.9,0.32,18.0,24.2,0.74,14,31.3,45.3,18.9,6.1,5.6,15.4,21.0,94.3,24,2636,6116,0.431000654022237,253,799,0.316645807259074,1157,1539,0.751786874593892,2516,1368,450,190,1014,1420,6682
NBA,1999,Boston Celtics,BOS,82,3054,6880,0.44,417,1260,0.33,1621,2175,0.75,1108,2420,3528,1741,795,286,1259,2223,8146,37.2,83.9,0.44,5.1,15.4,0.33,19.8,26.5,0.75,13.5,29.5,43.0,21.2,9.7,3.5,15.4,27.1,99.3,104,2889,6556,0.440665039658328,417,1259,0.33121525019857,1464,1958,0.747701736465781,3090,1692,765,273,1137,1972,7659
NBA,1999,Brooklyn Nets,NJN,82,2979,6881,0.43,477,1374,0.35,1601,2041,0.78,1040,2315,3355,1688,720,393,1119,1913,8036,36.3,83.9,0.43,5.8,16.8,0.35,19.5,24.9,0.78,12.7,28.2,40.9,20.6,8.8,4.8,13.6,23.3,98.0,907,2824,6540,0.431804281345566,477,1374,0.347161572052402,1530,1912,0.800209205020921,2866,1610,678,235,972,1541,7655
NBA,1999,Charlotte Hornets,CHA,82,2935,6533,0.45,339,1001,0.34,1863,2458,0.76,884,2635,3519,2023,732,480,1206,1670,8072,35.8,79.7,0.45,4.1,12.2,0.34,22.7,30.0,0.76,10.8,32.1,42.9,24.7,8.9,5.9,14.7,20.4,98.4,150,2796,6190,0.451696284329564,323,954,0.338574423480084,1817,2380,0.76344537815126,3292,1979,704,464,1103,1538,7732
NBA,1999,Chicago Bulls,CHI,82,2565,6180,0.42,340,1032,0.33,1482,2089,0.71,1032,2323,3355,1645,646,383,1557,1908,6952,31.3,75.4,0.42,4.1,12.6,0.33,18.1,25.5,0.71,12.6,28.3,40.9,20.1,7.9,4.7,19,23.3,84.8,197,2037,4831,0.421651831918857,288,848,0.339622641509434,1131,1576,0.717639593908629,2463,1303,513,278,1077,1394,5493
NBA,1999,Cleveland Cavaliers,CLE,82,2977,6734,0.44,343,919,0.37,1653,2205,0.75,1010,2499,3509,1941,715,363,1427,2219,7950,36.3,82.1,0.44,4.2,11.2,0.37,20.2,26.9,0.75,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1,97.0,250,2502,5769,0.433697347893916,335,899,0.372636262513904,1454,1912,0.760460251046025,2615,1772,599,260,1155,1628,6793
NBA,1999,Dallas Mavericks,DAL,82,3195,7047,0.45,519,1326,0.39,1407,1751,0.8,931,2444,3375,1810,592,416,1124,1770,8316,39.0,85.9,0.45,6.3,16.2,0.39,17.2,21.4,0.8,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6,101.4,293,3006,6576,0.457116788321168,489,1235,0.395951417004049,1315,1621,0.81122763726095,3075,1683,547,361,980,1564,7816
NBA,1999,Denver Nuggets,DEN,82,3057,6911,0.44,470,1397,0.34,1531,2116,0.72,1073,2590,3663,1911,554,618,1281,1962,8115,37.3,84.3,0.44,5.7,17,0.34,18.7,25.8,0.72,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,99.0,340,2579,5826,0.442670786131136,443,1309,0.33842627960275,1286,1795,0.716434540389972,3253,1750,481,578,1065,1751,6887
NBA,1999,Detroit Pistons,DET,82,3044,6635,0.46,439,1223,0.36,1956,2506,0.78,917,2458,3375,1707,665,273,1288,2011,8483,37.1,80.9,0.46,5.4,14.9,0.36,23.9,30.6,0.78,11.2,30,41.2,20.8,8.1,3.3,15.7,24.5,103.5,393,2924,6406,0.456447080861692,439,1223,0.358953393295176,1893,2420,0.782231404958678,3166,1682,645,221,1194,1781,8180
NBA,1999,Golden State Warriors,GSW,82,2996,7140,0.42,345,1069,0.32,1497,2147,0.7,1300,2438,3738,1851,731,356,1302,2043,7834,36.5,87.1,0.42,4.2,13,0.32,18.3,26.2,0.7,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9,95.5,443,1973,4704,0.419430272108844,245,760,0.322368421052632,1061,1506,0.704515272244356,2496,1319,528,164,853,1217,5252
NBA,1999,Houston Rockets,HOU,82,3001,6664,0.45,581,1625,0.36,1573,2145,0.73,1008,2586,3594,1774,613,438,1425,1663,8156,36.6,81.3,0.45,7.1,19.8,0.36,19.2,26.2,0.73,12.3,31.5,43.8,21.6,7.5,5.3,17.4,20.3,99.5,487,2877,6404,0.449250468457214,581,1625,0.357538461538462,1502,2026,0.741362290227048,3280,1735,589,406,1294,1525,7837
NBA,1999,Indiana Pacers,IND,82,3047,6640,0.46,583,1487,0.39,1629,2008,0.81,842,2612,3454,1857,559,422,1159,1786,8306,37.2,81.0,0.46,7.1,18.1,0.39,19.9,24.5,0.81,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8,101.3,539,2729,6004,0.454530313124584,583,1487,0.392064559515804,1485,1797,0.826377295492488,2693,1789,504,319,1011,1570,7526
NBA,1999,Los Angeles Clippers,LAC,82,2877,6757,0.43,429,1267,0.34,1363,1826,0.75,955,2377,3332,1479,578,494,1325,1821,7546,35.1,82.4,0.43,5.2,15.5,0.34,16.6,22.3,0.75,11.6,29,40.6,18.0,7,6,16.2,22.2,92.0,587,2411,5690,0.423725834797891,424,1251,0.338928856914468,1156,1514,0.763540290620872,2288,1398,499,283,1008,1315,6402
NBA,1999,Los Angeles Lakers,LAL,82,3137,6836,0.46,344,1047,0.33,1649,2368,0.7,1117,2738,3855,1921,613,534,1143,1841,8267,38.3,83.4,0.46,4.2,12.8,0.33,20.1,28.9,0.7,13.6,33.4,47.0,23.4,7.5,6.5,13.9,22.5,100.8,642,3061,6640,0.460993975903614,344,1047,0.328557784145177,1611,2310,0.697402597402597,3660,1870,598,497,1060,1685,8077
NBA,1999,Memphis Grizzlies,VAN,82,2892,6441,0.45,324,898,0.36,1594,2060,0.77,1005,2324,3329,1700,608,346,1381,1881,7702,35.3,78.5,0.45,4,11,0.36,19.4,25.1,0.77,12.3,28.3,40.6,20.7,7.4,4.2,16.8,22.9,93.9,1454,2823,6289,0.448878995070758,324,898,0.360801781737194,1540,1982,0.776992936427851,3205,1685,596,336,1273,1778,7510
NBA,1999,Miami Heat,MIA,82,2974,6462,0.46,446,1202,0.37,1345,1827,0.74,921,2619,3540,1931,582,524,1231,1947,7739,36.3,78.8,0.46,5.4,14.7,0.37,16.4,22.3,0.74,11.2,31.9,43.2,23.5,7.1,6.4,15,23.7,94.4,701,2559,5627,0.454771636751377,420,1146,0.366492146596859,1120,1498,0.747663551401869,2819,1790,498,427,1028,1573,6658
NBA,1999,Milwaukee Bucks,MIL,82,3174,6827,0.46,394,1069,0.37,1558,1982,0.79,1016,2373,3389,1852,671,381,1230,2020,8300,38.7,83.3,0.46,4.8,13,0.37,19.0,24.2,0.79,12.4,28.9,41.3,22.6,8.2,4.6,15,24.6,101.2,751,2879,6210,0.463607085346216,360,971,0.370751802265705,1444,1823,0.792100932528799,2867,1770,613,314,1090,1734,7562
NBA,1999,Minnesota Timberwolves,MIN,82,3226,6910,0.47,248,716,0.35,1379,1769,0.78,1016,2471,3487,2205,622,444,1139,1913,8079,39.3,84.3,0.47,3,8.7,0.35,16.8,21.6,0.78,12.4,30.1,42.5,26.9,7.6,5.4,13.9,23.3,98.5,796,3133,6701,0.467542157886883,248,716,0.346368715083799,1328,1687,0.787196206283343,3244,2175,605,401,1064,1760,7842
NBA,1999,New York Knicks,NYK,82,2897,6374,0.45,351,937,0.37,1410,1805,0.78,802,2521,3323,1588,515,349,1201,1983,7555,35.3,77.7,0.45,4.3,11.4,0.37,17.2,22.0,0.78,9.8,30.7,40.5,19.4,6.3,4.3,14.6,24.2,92.1,983,2840,6215,0.456958970233307,351,935,0.375401069518717,1395,1767,0.789473684210526,3107,1576,496,320,1126,1840,7426
NBA,1999,Oklahoma City Thunder,SEA,82,3108,6946,0.45,546,1611,0.34,1363,1960,0.7,1042,2483,3525,1878,657,345,1152,1776,8125,37.9,84.7,0.45,6.7,19.6,0.34,16.6,23.9,0.7,12.7,30.3,43.0,22.9,8,4.2,14,21.7,99.1,1326,3006,6769,0.444083321022308,546,1611,0.338919925512104,1318,1869,0.705189941144997,3346,1854,642,299,1071,1649,7876
NBA,1999,Orlando Magic,ORL,82,3169,7014,0.45,294,870,0.34,1574,2142,0.73,1145,2540,3685,1709,743,467,1443,1967,8206,38.6,85.5,0.45,3.6,10.6,0.34,19.2,26.1,0.73,14,31,44.9,20.8,9.1,5.7,17.6,24.0,100.1,1035,2344,5148,0.455322455322455,283,810,0.349382716049383,1131,1498,0.755006675567423,2367,1457,517,300,1083,1450,6102
NBA,1999,Philadelphia 76ers,PHI,82,2993,6776,0.44,208,643,0.32,1577,2226,0.71,1147,2468,3615,1817,791,386,1284,1939,7771,36.5,82.6,0.44,2.5,7.8,0.32,19.2,27.1,0.71,14,30.1,44.1,22.2,9.6,4.7,15.7,23.6,94.8,1097,2132,4886,0.436348751534998,161,473,0.340380549682875,1101,1546,0.71216041397154,2421,1427,611,124,856,1292,5526
NBA,1999,Phoenix Suns,PHO,82,3093,6771,0.46,458,1246,0.37,1467,1934,0.76,1022,2558,3580,2098,744,433,1368,1973,8111,37.7,82.6,0.46,5.6,15.2,0.37,17.9,23.6,0.76,12.5,31.2,43.7,25.6,9.1,5.3,16.7,24.1,98.9,1138,2763,6121,0.451396830583238,458,1246,0.367576243980738,1333,1756,0.759111617312073,2956,1949,677,306,1112,1595,7317
NBA,1999,Portland Trail Blazers,POR,82,3021,6430,0.47,407,1128,0.36,1542,2029,0.76,966,2560,3526,1925,633,396,1243,1865,7991,36.8,78.4,0.47,5,13.8,0.36,18.8,24.7,0.76,11.8,31.2,43.0,23.5,7.7,4.8,15.2,22.7,97.5,1182,2994,6375,0.469647058823529,407,1128,0.360815602836879,1532,2014,0.760675273088381,3484,1917,630,390,1179,1835,7927
NBA,1999,Sacramento Kings,SAC,82,3276,7288,0.45,534,1656,0.32,1521,2016,0.75,1056,2635,3691,1953,787,381,1325,1729,8607,40.0,88.9,0.45,6.5,20.2,0.32,18.5,24.6,0.75,12.9,32.1,45.0,23.8,9.6,4.6,16.2,21.1,105.0,1229,2810,6364,0.441546197360151,534,1656,0.322463768115942,1242,1643,0.755934266585514,2978,1827,692,301,1135,1311,7396
NBA,1999,San Antonio Spurs,SAS,82,2952,6393,0.46,330,882,0.37,1652,2214,0.75,927,2666,3593,1819,614,551,1233,1716,7886,36.0,78.0,0.46,4,10.8,0.37,20.1,27.0,0.75,11.3,32.5,43.8,22.2,7.5,6.7,15,20.9,96.2,1271,2718,5879,0.462323524408913,329,879,0.374288964732651,1521,2027,0.750370004933399,3205,1737,590,498,1082,1523,7286
NBA,1999,Toronto Raptors,TOR,82,2980,6882,0.43,425,1171,0.36,1583,2068,0.77,1098,2449,3547,1947,666,544,1137,1989,7968,36.3,83.9,0.43,5.2,14.3,0.36,19.3,25.2,0.77,13.4,29.9,43.3,23.7,8.1,6.6,13.9,24.3,97.2,1385,2637,6077,0.433931216060556,422,1157,0.364736387208297,1274,1653,0.770719903206292,2735,1817,608,423,936,1615,6970
NBA,1999,Utah Jazz,UTA,82,2962,6380,0.46,329,854,0.39,1661,2150,0.77,936,2426,3362,2041,629,446,1220,2013,7914,36.1,77.8,0.46,4,10.4,0.39,20.3,26.2,0.77,11.4,29.6,41.0,24.9,7.7,5.4,14.9,24.5,96.5,1429,2940,6318,0.465337132003799,328,844,0.388625592417062,1659,2148,0.772346368715084,3319,2031,624,442,1151,1982,7867
NBA,1999,Washington Wizards,WAS,82,3010,6681,0.45,335,890,0.38,1566,2107,0.74,1064,2438,3502,1771,593,383,1320,2149,7921,36.7,81.5,0.45,4.1,10.9,0.38,19.1,25.7,0.74,13,29.7,42.7,21.6,7.2,4.7,16.1,26.2,96.6,1486,2576,5821,0.442535646796083,335,890,0.376404494382022,1373,1788,0.767897091722595,2565,1689,503,246,1111,1674,6860
NBA,2000,Atlanta Hawks,ATL,82,2876,6668,0.43,333,933,0.36,1374,1811,0.76,1028,2490,3518,1559,634,387,1368,1863,7459,35.1,81.3,0.43,4.1,11.4,0.36,16.8,22.1,0.76,12.5,30.4,42.9,19.0,7.7,4.7,16.7,22.7,91.0,25,1996,4607,0.433253744302149,232,664,0.349397590361446,943,1250,0.7544,2000,903,394,195,856,1257,5167
NBA,2000,Boston Celtics,BOS,82,2773,6485,0.43,592,1633,0.36,1621,2190,0.74,897,2367,3264,1708,769,336,1285,1952,7759,33.8,79.1,0.43,7.2,19.9,0.36,19.8,26.7,0.74,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6,105,2399,5685,0.421987686895339,589,1618,0.364029666254635,1449,1946,0.744604316546763,2514,1569,667,236,1049,1510,6836
NBA,2000,Brooklyn Nets,NJN,82,2781,6550,0.42,361,1084,0.33,1629,2146,0.76,909,2337,3246,1603,649,407,1208,1982,7552,33.9,79.9,0.42,4.4,13.2,0.33,19.9,26.2,0.76,11.1,28.5,39.6,19.5,7.9,5,14.7,24.2,92.1,908,2586,6058,0.42687355562892,349,1048,0.333015267175573,1515,1961,0.772565017848037,2639,1468,576,314,1026,1635,7036
NBA,2000,Charlotte Hornets,CHA,82,2800,6501,0.43,340,984,0.35,1599,2146,0.75,1033,2608,3641,1900,665,455,1183,1753,7539,34.1,79.3,0.43,4.1,12,0.35,19.5,26.2,0.75,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9,151,2739,6366,0.430254476908577,340,983,0.34587995930824,1579,2122,0.744109330819981,3495,1870,652,448,1087,1640,7397
NBA,2000,Chicago Bulls,CHI,82,2721,6411,0.42,329,950,0.35,1410,1909,0.74,926,2260,3186,1810,675,379,1292,1902,7181,33.2,78.2,0.42,4,11.6,0.35,17.2,23.3,0.74,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6,198,2631,6197,0.424560271098919,329,950,0.346315789473684,1338,1785,0.749579831932773,2768,1735,633,316,1101,1638,6929
NBA,2000,Cleveland Cavaliers,CLE,82,2890,6532,0.44,220,659,0.33,1561,2040,0.77,1015,2440,3455,1708,642,436,1350,1904,7561,35.2,79.7,0.44,2.7,8,0.33,19.0,24.9,0.77,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,251,2314,5236,0.441940412528648,207,610,0.339344262295082,1223,1607,0.761045426260112,2430,1403,501,314,1067,1550,6058
NBA,2000,Dallas Mavericks,DAL,82,3085,6716,0.46,517,1357,0.38,1552,1954,0.79,831,2571,3402,1740,618,492,1141,1907,8239,37.6,81.9,0.46,6.3,16.5,0.38,18.9,23.8,0.79,10.1,31.4,41.5,21.2,7.5,6,13.9,23.3,100.5,294,2379,5165,0.460600193610842,442,1160,0.381034482758621,1278,1585,0.806309148264984,2558,1461,463,403,808,1277,6478
NBA,2000,Denver Nuggets,DEN,82,2979,6877,0.43,512,1444,0.35,1448,1964,0.74,1044,2583,3627,1970,552,538,1136,1820,7918,36.3,83.9,0.43,6.2,17.6,0.35,17.7,24.0,0.74,12.7,31.5,44.2,24.0,6.7,6.6,13.9,22.2,96.6,341,2010,4776,0.420854271356784,504,1416,0.355932203389831,973,1259,0.772835583796664,2055,1718,434,335,791,1236,5497
NBA,2000,Detroit Pistons,DET,82,2919,6880,0.42,389,1112,0.35,1610,2233,0.72,1108,2626,3734,1629,613,447,1304,1955,7837,35.6,83.9,0.42,4.7,13.6,0.35,19.6,27.2,0.72,13.5,32,45.5,19.9,7.5,5.5,15.9,23.8,95.6,394,2571,6143,0.418525150577894,378,1070,0.353271028037383,1463,2000,0.7315,3099,1544,521,402,1123,1660,6983
NBA,2000,Golden State Warriors,GSW,82,2937,7175,0.41,282,964,0.29,1428,2024,0.71,1345,2385,3730,1788,742,410,1301,1727,7584,35.8,87.5,0.41,3.4,11.8,0.29,17.4,24.7,0.71,16.4,29.1,45.5,21.8,9,5,15.9,21.1,92.5,444,2519,6213,0.405440206019636,276,937,0.294557097118463,1256,1759,0.71404206935759,2782,1588,650,226,1052,1356,6570
NBA,2000,Houston Rockets,HOU,82,2943,6494,0.45,504,1412,0.36,1582,2086,0.76,919,2524,3443,1613,587,358,1204,1657,7972,35.9,79.2,0.45,6.1,17.2,0.36,19.3,25.4,0.76,11.2,30.8,42.0,19.7,7.2,4.4,14.7,20.2,97.2,488,2873,6364,0.45144563167819,503,1408,0.357244318181818,1543,2025,0.761975308641975,3299,1595,573,327,1111,1561,7792
NBA,2000,Indiana Pacers,IND,82,2828,6431,0.44,396,1159,0.34,1539,2009,0.77,921,2595,3516,1763,563,487,1244,1926,7591,34.5,78.4,0.44,4.8,14.1,0.34,18.8,24.5,0.77,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6,540,2719,6211,0.437771695379166,393,1142,0.344133099824869,1519,1962,0.77420998980632,3282,1724,550,456,1104,1781,7350
NBA,2000,Los Angeles Clippers,LAC,82,2896,6467,0.45,360,1063,0.34,1429,2061,0.69,962,2559,3521,1585,490,513,1293,1775,7581,35.3,78.9,0.45,4.4,13,0.34,17.4,25.1,0.69,11.7,31.2,42.9,19.3,6,6.3,15.8,21.6,92.5,588,2366,5230,0.452390057361377,350,1011,0.346191889218595,1270,1788,0.710290827740492,2589,1471,417,365,968,1330,6352
NBA,2000,Los Angeles Lakers,LAL,82,3109,6685,0.47,439,1275,0.34,1594,2333,0.68,1085,2583,3668,1888,564,490,1184,1872,8251,37.9,81.5,0.47,5.4,15.5,0.34,19.4,28.5,0.68,13.2,31.5,44.7,23.0,6.9,6,14.4,22.8,100.6,643,3109,6685,0.46507105459985,439,1275,0.344313725490196,1594,2333,0.683240462923275,3668,1888,564,490,1137,1872,8251
NBA,2000,Memphis Grizzlies,VAN,82,2870,6539,0.44,325,947,0.34,1457,1892,0.77,894,2431,3325,1899,586,359,1291,1733,7522,35.0,79.7,0.44,4,11.5,0.34,17.8,23.1,0.77,10.9,29.6,40.5,23.2,7.1,4.4,15.7,21.1,91.7,1455,2557,5818,0.439498109315916,311,896,0.347098214285714,1244,1617,0.769325912183055,2750,1788,535,304,1058,1433,6669
NBA,2000,Miami Heat,MIA,82,2694,6258,0.43,478,1384,0.35,1423,1874,0.76,813,2435,3248,1630,633,304,1122,1726,7289,32.9,76.3,0.43,5.8,16.9,0.35,17.4,22.9,0.76,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21.0,88.9,702,2116,5004,0.422861710631495,467,1349,0.346182357301705,1004,1334,0.752623688155922,2286,1361,526,255,845,1369,5703
NBA,2000,Milwaukee Bucks,MIL,82,3112,6798,0.46,562,1481,0.38,1474,1874,0.79,975,2500,3475,1844,672,386,1123,1928,8260,38.0,82.9,0.46,6.9,18.1,0.38,18.0,22.9,0.79,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,100.7,752,2812,6197,0.453767952234952,562,1481,0.37947332883187,1279,1559,0.820397690827454,2438,1748,587,234,943,1431,7465
NBA,2000,Minnesota Timberwolves,MIN,82,3148,6871,0.46,322,901,0.36,1364,1737,0.79,1002,2470,3472,2083,682,456,1136,1900,7982,38.4,83.8,0.46,3.9,11,0.36,16.6,21.2,0.79,12.2,30.1,42.3,25.4,8.3,5.6,13.9,23.2,97.3,797,2902,6360,0.456289308176101,309,878,0.351936218678815,1241,1550,0.800645161290323,2985,1994,614,386,1007,1608,7354
NBA,2000,New York Knicks,NYK,82,2755,6198,0.44,391,1115,0.35,1374,1727,0.8,773,2524,3297,1520,545,346,1189,1863,7275,33.6,75.6,0.44,4.8,13.6,0.35,16.8,21.1,0.8,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,88.7,984,2443,5451,0.448174646853788,342,959,0.356621480709072,1219,1518,0.803030303030303,2775,1056,444,308,873,1420,6447
NBA,2000,Oklahoma City Thunder,SEA,82,3029,6649,0.46,466,1169,0.4,1454,1986,0.73,999,2422,3421,1792,657,409,1252,1733,7978,36.9,81.1,0.46,5.7,14.3,0.4,17.7,24.2,0.73,12.2,29.5,41.7,21.9,8,5,15.3,21.1,97.3,1327,2868,6338,0.452508677816346,466,1169,0.39863130881095,1402,1879,0.746141564662054,3091,1728,632,348,1112,1538,7604
NBA,2000,Orlando Magic,ORL,82,3013,6873,0.44,490,1346,0.36,1476,2068,0.71,1069,2450,3519,1803,674,481,1245,2071,7992,36.7,83.8,0.44,6,16.4,0.36,18.0,25.2,0.71,13,29.9,42.9,22.0,8.2,5.9,15.2,25.3,97.5,1036,2815,6513,0.432212498080762,488,1340,0.364179104477612,1383,1911,0.723704866562009,3029,1745,603,393,1107,1677,7501
NBA,2000,Philadelphia 76ers,PHI,82,2902,6487,0.45,262,803,0.33,1697,2277,0.75,1075,2600,3675,1692,690,408,1292,1673,7763,35.4,79.1,0.45,3.2,9.8,0.33,20.7,27.8,0.75,13.1,31.7,44.8,20.6,8.4,5,15.8,20.4,94.7,1098,2148,4905,0.437920489296636,207,653,0.316998468606432,1252,1647,0.760170006071645,2429,1321,556,121,893,1121,5755
NBA,2000,Phoenix Suns,PHO,82,2944,6757,0.44,332,1054,0.31,1490,1973,0.76,970,2529,3499,1905,775,429,1250,1864,7710,35.9,82.4,0.44,4,12.9,0.31,18.2,24.1,0.76,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94.0,1139,2537,5904,0.429708672086721,331,1040,0.318269230769231,1311,1688,0.776658767772512,2724,1691,668,311,973,1308,6716
NBA,2000,Portland Trail Blazers,POR,82,3004,6417,0.47,369,1057,0.35,1447,1899,0.76,960,2481,3441,1963,672,419,1257,1745,7824,36.6,78.3,0.47,4.5,12.9,0.35,17.6,23.2,0.76,11.7,30.3,42.0,23.9,8.2,5.1,15.3,21.3,95.4,1183,2931,6253,0.468735007196546,366,1048,0.349236641221374,1425,1863,0.764895330112721,3371,1878,656,410,1179,1703,7653
NBA,2000,Sacramento Kings,SAC,82,3132,6969,0.45,479,1353,0.35,1600,2075,0.77,987,2705,3692,1852,793,432,1221,1596,8343,38.2,85.0,0.45,5.8,16.5,0.35,19.5,25.3,0.77,12,33,45.0,22.6,9.7,5.3,14.9,19.5,101.7,1230,2987,6644,0.449578567128236,469,1314,0.356925418569254,1548,1990,0.777889447236181,3455,1815,770,412,1134,1527,7991
NBA,2000,San Antonio Spurs,SAS,82,2884,6262,0.46,445,1094,0.41,1673,2340,0.71,902,2712,3614,1778,568,576,1145,1551,7886,35.2,76.4,0.46,5.4,13.3,0.41,20.4,28.5,0.71,11,33.1,44.1,21.7,6.9,7,14,18.9,96.2,1272,2867,6221,0.46085838289664,445,1094,0.406764168190128,1664,2318,0.71786022433132,3564,1774,563,570,1088,1528,7843
NBA,2000,Toronto Raptors,TOR,82,3048,6972,0.44,429,1164,0.37,1482,1984,0.75,1118,2529,3647,2004,599,519,1080,1745,8007,37.2,85.0,0.44,5.2,14.2,0.37,18.1,24.2,0.75,13.6,30.8,44.5,24.4,7.3,6.3,13.2,21.3,97.6,1386,2233,5168,0.432082043343653,331,870,0.380459770114943,1088,1422,0.765119549929676,2513,1252,427,335,664,1112,5885
NBA,2000,Utah Jazz,UTA,82,2960,6289,0.47,325,852,0.38,1714,2280,0.75,943,2383,3326,2110,661,463,1296,2107,7959,36.1,76.7,0.47,4,10.4,0.38,20.9,27.8,0.75,11.5,29.1,40.6,25.7,8.1,5.6,15.8,25.7,97.1,1430,2960,6289,0.470663062490062,325,852,0.381455399061033,1714,2280,0.751754385964912,3326,2110,661,463,1250,2107,7959
NBA,2000,Washington Wizards,WAS,82,2833,6453,0.44,275,848,0.32,1704,2245,0.76,1016,2370,3386,1647,630,383,1391,1913,7645,34.5,78.7,0.44,3.4,10.3,0.32,20.8,27.4,0.76,12.4,28.9,41.3,20.1,7.7,4.7,17,23.3,93.2,1487,1424,3313,0.429821913673408,189,585,0.323076923076923,901,1224,0.736111111111111,1879,900,345,193,697,996,3938
NBA,2001,Atlanta Hawks,ATL,82,2901,6610,0.44,423,1194,0.35,1486,1942,0.77,955,2445,3400,1656,667,350,1275,1702,7711,35.4,80.6,0.44,5.2,14.6,0.35,18.1,23.7,0.77,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94.0,26,2876,6551,0.439016943978019,423,1194,0.35427135678392,1463,1905,0.767979002624672,3346,1650,660,340,1193,1680,7638
NBA,2001,Boston Celtics,BOS,82,2852,6731,0.42,699,1946,0.36,1498,1960,0.76,891,2570,3461,1722,793,292,1114,1776,7901,34.8,82.1,0.42,8.5,23.7,0.36,18.3,23.9,0.76,10.9,31.3,42.2,21.0,9.7,3.6,13.6,21.7,96.4,106,2334,5528,0.422214182344428,604,1662,0.363417569193742,1266,1646,0.76913730255164,2654,1461,648,224,883,1329,6538
