League,Y,Franchise,Team,G,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,avgFGM,avgFGA,avgFG%,avg3FGM,avg3FGA,avg3FG%,avgFTM,avgFTA,avgFT%,avgOFF,avgDEF,avgREB,avgAST,avgSTL,avgBLK,avgTO,avgPF,avgPTS,Column1,impliedFGM,impliedFGA,impliedFG%,implied3FGM,implied3FGA,implied3FG%,impliedFTM,impliedFTA,impliedFT%,impliedREB,impliedAST,impliedSTL,impliedBLK,impliedTO,impliedPF,impliedPTS
NBA,2014,Boston Celtics,BOS,82,3193,7211,0.44,660,2021,0.33,1266,1678,0.75,910,2685,3595,2009,674,294,1133,1738,8312,38.9,87.9,0.44,8,24.6,0.33,15.4,20.5,0.75,11.1,32.7,43.8,24.5,8.2,3.6,13.8,21.2,101.4,119,1949,4464,0.43660394265233,404,1268,0.318611987381703,680,940,0.723404255319149,2201,1280,466,177,720,1134,4982
NBA,2014,Brooklyn Nets,BRO,82,3069,6804,0.45,541,1633,0.33,1359,1817,0.75,846,2627,3473,1716,576,340,1133,1579,8038,37.4,83.0,0.45,6.6,19.9,0.33,16.6,22.2,0.75,10.3,32,42.4,20.9,7,4.1,13.8,19.3,98.0,127,2719,6071,0.447866908252347,520,1572,0.330788804071247,1236,1650,0.749090909090909,2892,1586,486,301,981,1354,7194
NBA,2014,Charlotte Hornets,CHA,82,2913,6932,0.42,498,1566,0.32,1397,1867,0.75,820,2793,3613,1654,499,448,976,1494,7721,35.5,84.5,0.42,6.1,19.1,0.32,17.0,22.8,0.75,10,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2,163,2176,5202,0.418300653594771,382,1219,0.313371616078753,927,1205,0.769294605809129,2409,1294,398,259,640,1002,5661
NBA,2014,Chicago Bulls,CHI,82,3001,6797,0.44,645,1825,0.35,1618,2067,0.78,959,2792,3751,1781,514,476,1145,1495,8265,36.6,82.9,0.44,7.9,22.3,0.35,19.7,25.2,0.78,11.7,34,45.7,21.7,6.3,5.8,14,18.2,100.8,212,2731,6247,0.437169841523932,645,1825,0.353424657534247,1481,1875,0.789866666666667,3309,1706,472,395,993,1309,7588
NBA,2014,Cleveland Cavaliers,CLE,82,3089,6739,0.46,826,2253,0.37,1453,1934,0.75,911,2612,3523,1814,603,340,1171,1510,8457,37.7,82.2,0.46,10.1,27.5,0.37,17.7,23.6,0.75,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,103.1,265,2120,4694,0.451640391989774,629,1690,0.372189349112426,1090,1402,0.777460770328103,2081,1462,384,168,776,902,5959
NBA,2014,Dallas Mavericks,DAL,82,3255,7036,0.46,732,2082,0.35,1386,1843,0.75,858,2608,3466,1846,663,371,1062,1644,8628,39.7,85.8,0.46,8.9,25.4,0.35,16.9,22.5,0.75,10.5,31.8,42.3,22.5,8.1,4.5,13,20.0,105.2,308,2400,5454,0.44004400440044,659,1872,0.352029914529915,1024,1323,0.773998488284203,1939,1313,495,191,684,1081,6483
NBA,2014,Denver Nuggets,DEN,82,3099,7158,0.43,660,2032,0.32,1462,1991,0.73,1012,2653,3665,1788,641,367,1166,1882,8320,37.8,87.3,0.43,8,24.8,0.32,17.8,24.3,0.73,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,101.5,355,2278,5301,0.429730239577438,475,1463,0.324675324675325,1099,1518,0.723978919631094,2857,1390,488,272,833,1390,6130
NBA,2014,Detroit Pistons,DET,82,3041,7038,0.43,703,2043,0.34,1292,1838,0.7,1051,2630,3681,1771,623,383,1099,1559,8077,37.1,85.8,0.43,8.6,24.9,0.34,15.8,22.4,0.7,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5,408,1578,3679,0.428920902419136,407,1182,0.344331641285956,608,926,0.65658747300216,1827,758,339,191,459,777,4171
NBA,2014,Golden State Warriors,GSW,82,3410,7137,0.48,883,2217,0.4,1313,1709,0.77,853,2814,3667,2248,762,496,1185,1628,9016,41.6,87.0,0.48,10.8,27,0.4,16.0,20.8,0.77,10.4,34.3,44.7,27.4,9.3,6,14.5,19.9,110.0,458,3102,6587,0.470927584636405,883,2217,0.398285972034281,1224,1560,0.784615384615385,2915,2051,709,331,1007,1329,8311
NBA,2014,Houston Rockets,HOU,82,3032,6832,0.44,933,2680,0.35,1525,2133,0.71,958,2624,3582,1820,777,407,1366,1803,8522,37.0,83.3,0.44,11.4,32.7,0.35,18.6,26.0,0.71,11.7,32,43.7,22.2,9.5,5,16.7,22.0,103.9,502,2359,5260,0.448479087452472,752,2101,0.357924797715374,1276,1736,0.735023041474654,2801,1465,618,311,1019,1392,6746
NBA,2014,Indiana Pacers,IND,82,2998,6824,0.44,612,1740,0.35,1373,1817,0.76,856,2822,3678,1757,505,375,1147,1742,7981,36.6,83.2,0.44,7.5,21.2,0.35,16.7,22.2,0.76,10.4,34.4,44.9,21.4,6.2,4.6,14,21.2,97.3,554,2701,6224,0.43396529562982,597,1701,0.350970017636684,1297,1650,0.786060606060606,2985,1624,456,287,984,1459,7296
NBA,2014,Los Angeles Clippers,LAC,82,3228,6830,0.47,827,2202,0.38,1468,2067,0.71,784,2711,3495,2031,640,409,1012,1749,8751,39.4,83.3,0.47,10.1,26.9,0.38,17.9,25.2,0.71,9.6,33.1,42.6,24.8,7.8,5,12.3,21.3,106.7,602,3046,6392,0.476533166458073,770,2041,0.377266046055855,1420,1992,0.71285140562249,3318,1922,585,393,907,1609,8282
NBA,2014,Los Angeles Lakers,LAL,82,3054,7020,0.44,532,1546,0.34,1433,1935,0.74,952,2647,3599,1715,578,366,1086,1741,8073,37.2,85.6,0.44,6.5,18.9,0.34,17.5,23.6,0.74,11.6,32.3,43.9,20.9,7,4.5,13.2,21.2,98.5,657,2285,5602,0.407890039271689,532,1546,0.344113842173351,1183,1481,0.798784604996624,2272,1489,472,234,852,1246,6285
NBA,2014,Memphis Grizzlies,MEM,82,3097,6763,0.46,423,1246,0.34,1445,1869,0.77,856,2634,3490,1777,700,347,1094,1567,8062,37.8,82.5,0.46,5.2,15.2,0.34,17.6,22.8,0.77,10.4,32.1,42.6,21.7,8.5,4.2,13.3,19.1,98.3,682,2531,5501,0.460098163970187,340,993,0.342396777442095,1189,1528,0.778141361256545,2661,1579,617,244,894,1217,6591
NBA,2014,Miami Heat,MIA,82,2885,6330,0.46,556,1659,0.34,1438,1940,0.74,747,2461,3208,1626,642,372,1214,1636,7764,35.2,77.2,0.46,6.8,20.2,0.34,17.5,23.7,0.74,9.1,30,39.1,19.8,7.8,4.5,14.8,20.0,94.7,716,2223,4981,0.44629592451315,435,1298,0.335130970724191,1209,1592,0.759422110552764,2335,1263,514,213,927,1200,6090
NBA,2014,Milwaukee Bucks,MIL,82,3083,6722,0.46,545,1500,0.36,1312,1734,0.76,876,2574,3450,1932,789,403,1373,1814,8023,37.6,82.0,0.46,6.6,18.3,0.36,16.0,21.1,0.76,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,97.8,766,2181,4739,0.460223675880988,422,1156,0.365051903114187,924,1188,0.777777777777778,2450,1311,551,182,869,1265,5708
NBA,2014,Minnesota Timberwolves,MIN,82,2986,6820,0.44,406,1223,0.33,1638,2110,0.78,949,2406,3355,1771,668,327,1231,1571,8016,36.4,83.2,0.44,5,14.9,0.33,20.0,25.7,0.78,11.6,29.3,40.9,21.6,8.1,4,15,19.2,97.8,811,2013,4568,0.440674255691769,290,850,0.341176470588235,1173,1493,0.785666443402545,2242,1151,418,236,806,1017,5489
NBA,2014,New Orleans Pelicans,NOP,82,3108,6795,0.46,586,1583,0.37,1345,1790,0.75,942,2621,3563,1806,553,510,1087,1530,8147,37.9,82.9,0.46,7.1,19.3,0.37,16.4,21.8,0.75,11.5,32,43.5,22.0,6.7,6.2,13.3,18.7,99.4,935,2322,5117,0.453781512605042,466,1265,0.368379446640316,969,1240,0.781451612903226,2151,1397,444,352,725,959,6079
NBA,2014,New York Knicks,NYK,82,2882,6726,0.43,560,1614,0.35,1211,1575,0.77,867,2443,3310,1746,575,382,1206,1768,7535,35.1,82.0,0.43,6.8,19.7,0.35,14.8,19.2,0.77,10.6,29.8,40.4,21.3,7,4.7,14.7,21.6,91.9,998,1908,4527,0.421471172962227,419,1224,0.342320261437909,813,1012,0.803359683794466,1865,1153,336,168,671,1078,5048
NBA,2014,Oklahoma City Thunder,OCT,82,3184,7119,0.45,632,1864,0.34,1524,2020,0.75,1052,2844,3896,1681,598,454,1205,1829,8524,38.8,86.8,0.45,7.7,22.7,0.34,18.6,24.6,0.75,12.8,34.7,47.5,20.5,7.3,5.5,14.7,22.3,104.0,1019,2250,4916,0.457689178193653,475,1357,0.350036845983788,1156,1508,0.76657824933687,2766,1146,438,375,792,1275,6131
NBA,2014,Orlando Magic,ORL,82,3076,6792,0.45,554,1598,0.35,1141,1565,0.73,822,2607,3429,1692,647,314,1221,1714,7847,37.5,82.8,0.45,6.8,19.5,0.35,13.9,19.1,0.73,10,31.8,41.8,20.6,7.9,3.8,14.9,20.9,95.7,1050,3076,6792,0.452885747938751,554,1598,0.346683354192741,1141,1565,0.729073482428115,3429,1692,647,314,1175,1714,7847
NBA,2014,Philadelphia 76ers,PHI,82,2765,6777,0.41,692,2160,0.32,1320,1953,0.68,978,2536,3514,1683,789,487,1453,1778,7542,33.7,82.6,0.41,8.4,26.3,0.32,16.1,23.8,0.68,11.9,30.9,42.9,20.5,9.6,5.9,17.7,21.7,92.0,1112,1605,3942,0.407153729071537,500,1519,0.32916392363397,782,1140,0.685964912280702,1979,808,440,230,745,1081,4492
NBA,2014,Phoenix Suns,PHO,82,3178,7038,0.45,698,2048,0.34,1343,1767,0.76,896,2643,3539,1659,700,385,1238,1744,8397,38.8,85.8,0.45,8.5,25,0.34,16.4,21.5,0.76,10.9,32.2,43.2,20.2,8.5,4.7,15.1,21.3,102.4,1153,2282,5101,0.44736326210547,502,1474,0.340569877883311,960,1269,0.756501182033097,2646,1139,517,261,876,1296,6026
NBA,2014,Portland Trail Blazers,POR,82,3175,7049,0.45,807,2231,0.36,1272,1589,0.8,879,2881,3760,1799,525,372,1117,1494,8429,38.7,86.0,0.45,9.8,27.2,0.36,15.5,19.4,0.8,10.7,35.1,45.9,21.9,6.4,4.5,13.6,18.2,102.8,1197,2601,5844,0.445071868583162,756,2095,0.360859188544153,1097,1334,0.822338830584708,2798,1630,449,276,854,1090,7055
NBA,2014,Sacramento Kings,SAC,82,3010,6617,0.45,461,1350,0.34,1829,2400,0.76,895,2728,3623,1667,550,324,1333,1696,8310,36.7,80.7,0.45,5.6,16.5,0.34,22.3,29.3,0.76,10.9,33.3,44.2,20.3,6.7,4,16.3,20.7,101.3,1244,2630,5812,0.4525120440468,448,1288,0.347826086956522,1573,2059,0.763963088878096,3091,1385,492,280,1089,1401,7281
NBA,2014,San Antonio Spurs,SAS,82,3208,6854,0.47,677,1847,0.37,1368,1754,0.78,806,2772,3578,2000,657,444,1146,1564,8461,39.1,83.6,0.47,8.3,22.5,0.37,16.7,21.4,0.78,9.8,33.8,43.6,24.4,8,5.4,14,19.1,103.2,1286,2940,6334,0.464161667192927,658,1788,0.368008948545861,1247,1594,0.782308657465496,3142,1899,606,394,998,1365,7785
NBA,2014,Toronto Raptors,TOR,82,3108,6829,0.46,726,2060,0.35,1585,2014,0.79,881,2526,3407,1701,615,357,1057,1712,8527,37.9,83.3,0.46,8.9,25.1,0.35,19.3,24.6,0.79,10.7,30.8,41.5,20.7,7.5,4.4,12.9,20.9,104.0,1400,3074,6755,0.455070318282754,724,2057,0.351968886728245,1575,1995,0.789473684210526,3328,1677,601,352,979,1651,8447
NBA,2014,Utah Jazz,UTA,82,2900,6492,0.45,610,1781,0.34,1391,1929,0.72,988,2617,3605,1632,623,489,1256,1583,7801,35.4,79.2,0.45,7.4,21.7,0.34,17.0,23.5,0.72,12,31.9,44.0,19.9,7.6,6,15.3,19.3,95.1,1444,2530,5710,0.4430823117338,554,1631,0.339668914776211,1276,1774,0.719278466741826,3132,1576,571,467,1047,1392,6890
NBA,2014,Washington Wizards,WAS,82,3139,6790,0.46,497,1381,0.36,1305,1758,0.74,862,2801,3663,1969,601,378,1233,1707,8080,38.3,82.8,0.46,6.1,16.8,0.36,15.9,21.4,0.74,10.5,34.2,44.7,24.0,7.3,4.6,15,20.8,98.5,1501,2972,6436,0.46177750155376,483,1341,0.360178970917226,1202,1626,0.739237392373924,3454,1736,563,375,1081,1580,7629
NBA,2015,Atlanta Hawks,ATL,82,3168,6923,0.46,815,2327,0.35,1282,1638,0.78,679,2772,3451,2100,747,487,1226,1569,8433,38.6,84.4,0.46,9.9,28.4,0.35,15.6,20.0,0.78,8.3,33.8,42.1,25.6,9.1,5.9,15,19.1,102.8,40,3044,6624,0.459541062801932,792,2218,0.357078449053201,1233,1563,0.788867562380038,3298,2021,713,469,1142,1488,8113
NBA,2015,Boston Celtics,BOS,82,3216,7318,0.44,717,2142,0.33,1520,1929,0.79,950,2733,3683,1981,752,348,1127,1796,8669,39.2,89.2,0.44,8.7,26.1,0.33,18.5,23.5,0.79,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,120,2981,6810,0.437738619676946,715,2139,0.33426834969612,1387,1760,0.788068181818182,3361,1897,730,302,1018,1643,8064
NBA,2015,Brooklyn Nets,BRO,82,3136,6920,0.45,531,1508,0.35,1286,1699,0.76,863,2614,3477,1829,627,332,1212,1476,8089,38.2,84.4,0.45,6.5,18.4,0.35,15.7,20.7,0.76,10.5,31.9,42.4,22.3,7.6,4,14.8,18.0,98.6,128,2665,5853,0.455322057064753,411,1182,0.347715736040609,1086,1447,0.750518313752592,3009,1552,562,284,1003,1262,6827
NBA,2015,Charlotte Hornets,CHA,82,3036,6922,0.44,873,2410,0.36,1534,1941,0.79,734,2869,3603,1778,596,438,1030,1487,8479,37.0,84.4,0.44,10.6,29.4,0.36,18.7,23.7,0.79,9,35,43.9,21.7,7.3,5.3,12.6,18.1,103.4,164,2543,5806,0.437995177402687,779,2132,0.365384615384615,1371,1725,0.794782608695652,3058,1581,502,377,877,1186,7236
NBA,2015,Chicago Bulls,CHI,82,3165,7170,0.44,651,1754,0.37,1354,1720,0.79,907,2889,3796,1870,495,470,1141,1545,8335,38.6,87.4,0.44,7.9,21.4,0.37,16.5,21.0,0.79,11.1,35.2,46.3,22.8,6,5.7,13.9,18.8,101.6,213,3054,6897,0.442801217920835,602,1638,0.367521367521368,1317,1677,0.785330948121646,3675,1766,463,454,1040,1442,8027
NBA,2015,Cleveland Cavaliers,CLE,82,3171,6888,0.46,880,2427,0.36,1333,1783,0.75,873,2777,3650,1861,551,317,1114,1666,8555,38.7,84.0,0.46,10.7,29.6,0.36,16.3,21.7,0.75,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,266,2750,6053,0.454320171815629,818,2263,0.361467079098542,1113,1434,0.776150627615063,2653,1712,477,243,931,1308,7431
NBA,2015,Dallas Mavericks,DAL,82,3064,6900,0.44,806,2341,0.34,1454,1831,0.79,751,2781,3532,1813,560,306,1047,1595,8388,37.4,84.1,0.44,9.8,28.5,0.34,17.7,22.3,0.79,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,309,2944,6687,0.440257215492747,803,2322,0.345822566752799,1415,1780,0.794943820224719,3335,1774,547,291,972,1521,8106
NBA,2015,Denver Nuggets,DEN,82,3093,7003,0.44,656,1943,0.34,1513,1974,0.77,940,2719,3659,1858,609,395,1202,1723,8355,37.7,85.4,0.44,8,23.7,0.34,18.5,24.1,0.77,11.5,33.2,44.6,22.7,7.4,4.8,14.7,21.0,101.9,356,2735,6133,0.445948149355943,531,1568,0.338647959183673,1345,1741,0.772544514646755,3294,1538,521,344,994,1450,7346
NBA,2015,Detroit Pistons,DET,82,3111,7087,0.44,740,2148,0.34,1399,2095,0.67,1021,2777,3798,1594,573,304,1110,1557,8361,37.9,86.4,0.44,9,26.2,0.34,17.1,25.5,0.67,12.5,33.9,46.3,19.4,7,3.7,13.5,19.0,102.0,409,2670,6078,0.43928923988154,605,1768,0.342194570135747,1205,1850,0.651351351351351,3281,1398,504,251,950,1336,7150
NBA,2015,Golden State Warriors,GSW,82,3489,7159,0.49,1077,2592,0.42,1366,1790,0.76,816,2972,3788,2373,689,498,1245,1701,9421,42.5,87.3,0.49,13.1,31.6,0.42,16.7,21.8,0.76,10,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,459,3319,6834,0.485659935616037,1076,2590,0.415444015444015,1260,1597,0.788979336255479,3417,2307,662,435,1167,1530,8974
NBA,2015,Houston Rockets,HOU,82,3094,6847,0.45,878,2533,0.35,1671,2407,0.69,930,2601,3531,1821,821,430,1307,1790,8737,37.7,83.5,0.45,10.7,30.9,0.35,20.4,29.4,0.69,11.3,31.7,43.1,22.2,10,5.2,15.9,21.8,106.5,503,2750,5954,0.461874370171313,751,2138,0.351262862488307,1550,2242,0.691347011596789,3251,1525,727,408,1089,1584,7801
NBA,2015,Indiana Pacers,IND,82,3142,6985,0.45,663,1889,0.35,1430,1872,0.76,847,2779,3626,1741,742,391,1219,1641,8377,38.3,85.2,0.45,8.1,23,0.35,17.4,22.8,0.76,10.3,33.9,44.2,21.2,9,4.8,14.9,20.0,102.2,555,2576,5904,0.436314363143631,638,1806,0.353266888150609,1215,1520,0.799342105263158,2542,1455,612,264,963,1211,7005
NBA,2015,Los Angeles Clippers,LAC,82,3141,6759,0.46,797,2190,0.36,1490,2152,0.69,721,2727,3448,1873,709,460,1063,1746,8569,38.3,82.4,0.46,9.7,26.7,0.36,18.2,26.2,0.69,8.8,33.3,42.0,22.8,8.6,5.6,13,21.3,104.5,603,2739,5915,0.463060016906171,735,2008,0.366035856573705,1343,1928,0.696576763485477,2830,1681,602,331,839,1398,7556
NBA,2015,Los Angeles Lakers,LAL,82,2880,6956,0.41,639,2016,0.32,1583,2028,0.78,878,2645,3523,1478,593,337,1124,1662,7982,35.1,84.8,0.41,7.8,24.6,0.32,19.3,24.7,0.78,10.7,32.3,43.0,18.0,7.2,4.1,13.7,20.3,97.3,658,2792,6777,0.411981702818356,639,2016,0.316964285714286,1539,1945,0.791259640102828,3294,1448,575,309,1033,1541,7762
NBA,2015,Memphis Grizzlies,MEM,82,3019,6859,0.44,504,1521,0.33,1584,2024,0.78,916,2497,3413,1697,725,350,1090,1783,8126,36.8,83.6,0.44,6.1,18.5,0.33,19.3,24.7,0.78,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,99.1,683,2034,4641,0.438267614738203,321,950,0.337894736842105,1016,1295,0.784555984555985,2447,1128,476,236,686,1200,5405
NBA,2015,Miami Heat,MIA,82,3150,6697,0.47,498,1480,0.34,1406,1889,0.74,807,2811,3618,1709,553,531,1155,1502,8204,38.4,81.7,0.47,6.1,18,0.34,17.1,23.0,0.74,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,100.0,717,2398,5343,0.4488115291035,449,1347,0.333333333333333,1085,1423,0.762473647224174,2374,1451,449,215,805,1100,6330
NBA,2015,Milwaukee Bucks,MIL,82,3145,6740,0.47,440,1277,0.34,1392,1863,0.75,858,2559,3417,1895,672,475,1247,1695,8122,38.4,82.2,0.47,5.4,15.6,0.34,17.0,22.7,0.75,10.5,31.2,41.7,23.1,8.2,5.8,15.2,20.7,99.0,767,2999,6487,0.46230923385232,436,1264,0.34493670886076,1351,1796,0.752227171492205,3175,1878,649,425,1157,1616,7785
NBA,2015,Minnesota Timberwolves,MIN,82,3095,6668,0.46,455,1347,0.34,1753,2213,0.79,821,2587,3408,1916,656,375,1231,1696,8398,37.7,81.3,0.46,5.5,16.4,0.34,21.4,27.0,0.79,10,31.5,41.6,23.4,8,4.6,15,20.7,102.4,812,2896,6194,0.467549241201162,416,1240,0.335483870967742,1590,2015,0.789081885856079,3240,1795,625,373,1095,1546,7798
NBA,2015,New Orleans Pelicans,NOP,82,3153,7040,0.45,702,1951,0.36,1415,1823,0.78,782,2712,3494,1818,633,342,1102,1713,8423,38.5,85.9,0.45,8.6,23.8,0.36,17.3,22.2,0.78,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,102.7,936,2780,6251,0.444728843385058,654,1830,0.357377049180328,1245,1558,0.799101412066752,2748,1462,539,298,864,1409,7459
NBA,2015,New York Knicks,NYK,82,3022,6886,0.44,610,1762,0.35,1411,1753,0.8,850,2788,3638,1682,467,466,1099,1616,8065,36.9,84.0,0.44,7.4,21.5,0.35,17.2,21.4,0.8,10.4,34,44.4,20.5,5.7,5.7,13.4,19.7,98.4,999,2999,6828,0.439220855301699,609,1760,0.346022727272727,1393,1721,0.809413131900058,3588,1670,461,459,1022,1569,8000
NBA,2015,Oklahoma City Thunder,OCT,82,3372,7082,0.48,678,1945,0.35,1616,2067,0.78,1071,2916,3987,1883,603,487,1305,1691,9038,41.1,86.4,0.48,8.3,23.7,0.35,19.7,25.2,0.78,13.1,35.6,48.6,23.0,7.4,5.9,15.9,20.6,110.2,1020,3004,6369,0.47165960119328,624,1794,0.347826086956522,1452,1808,0.803097345132743,3352,1706,535,383,1123,1374,8084
NBA,2015,Orlando Magic,ORL,82,3242,7120,0.46,636,1818,0.35,1249,1649,0.76,843,2709,3552,1933,673,417,1155,1701,8369,39.5,86.8,0.46,7.8,22.2,0.35,15.2,20.1,0.76,10.3,33,43.3,23.6,8.2,5.1,14.1,20.7,102.1,1051,2688,5902,0.45543883429346,496,1424,0.348314606741573,991,1314,0.754185692541857,2669,1664,551,312,928,1346,6863
NBA,2015,Philadelphia 76ers,PHI,82,2970,6887,0.43,764,2255,0.34,1284,1850,0.69,777,2605,3382,1765,680,495,1343,1780,7988,36.2,84.0,0.43,9.3,27.5,0.34,15.7,22.6,0.69,9.5,31.8,41.2,21.5,8.3,6,16.4,21.7,97.4,1113,2557,5870,0.435604770017036,706,2062,0.342386032977692,1123,1600,0.701875,3005,1339,594,460,1075,1573,6943
NBA,2015,Phoenix Suns,PHO,82,3051,7018,0.43,738,2117,0.35,1431,1905,0.75,943,2733,3676,1701,632,313,1410,1858,8271,37.2,85.6,0.43,9,25.8,0.35,17.5,23.2,0.75,11.5,33.3,44.8,20.7,7.7,3.8,17.2,22.7,100.9,1154,2733,6228,0.438824662813102,679,1926,0.352544132917965,1305,1727,0.755645628257093,3282,1472,559,280,1166,1636,7450
NBA,2015,Portland Trail Blazers,POR,82,3167,7040,0.45,864,2336,0.37,1424,1889,0.75,948,2782,3730,1748,562,380,1200,1782,8622,38.6,85.9,0.45,10.5,28.5,0.37,17.4,23.0,0.75,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,105.1,1198,2913,6583,0.442503417894577,855,2304,0.37109375,1294,1660,0.779518072289157,3074,1602,491,304,1055,1536,7975
NBA,2015,Sacramento Kings,SAC,82,3283,7083,0.46,660,1839,0.36,1514,2089,0.72,868,2760,3628,2009,733,368,1326,1676,8740,40.0,86.4,0.46,8,22.4,0.36,18.5,25.5,0.72,10.6,33.7,44.2,24.5,8.9,4.5,16.2,20.4,106.6,1245,3042,6623,0.459308470481655,658,1834,0.358778625954198,1455,1981,0.734477536597678,3190,1974,692,294,1223,1485,8197
NBA,2015,San Antonio Spurs,SAS,82,3289,6797,0.48,570,1518,0.38,1342,1672,0.8,770,2831,3601,2010,677,485,1071,1433,8490,40.1,82.9,0.48,7,18.5,0.38,16.4,20.4,0.8,9.4,34.5,43.9,24.5,8.3,5.9,13.1,17.5,103.5,1287,3104,6423,0.483263272614043,553,1465,0.377474402730375,1209,1505,0.803322259136213,3320,1915,644,456,963,1336,7970
NBA,2015,Toronto Raptors,TOR,82,3006,6669,0.45,708,1915,0.37,1702,2190,0.78,836,2724,3560,1536,636,449,1073,1610,8422,36.7,81.3,0.45,8.6,23.4,0.37,20.8,26.7,0.78,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,102.7,1401,2670,6055,0.440957886044591,702,1893,0.370839936608558,1522,1955,0.778516624040921,2931,1483,601,356,897,1410,7564
NBA,2015,Utah Jazz,UTA,82,2957,6593,0.45,694,1956,0.35,1402,1885,0.74,880,2665,3545,1555,631,425,1224,1655,8010,36.1,80.4,0.45,8.5,23.9,0.35,17.1,23.0,0.74,10.7,32.5,43.2,19.0,7.7,5.2,14.9,20.2,97.7,1445,2612,5906,0.442262106332543,658,1854,0.354908306364617,1203,1551,0.775628626692456,2765,1313,558,287,967,1422,7085
NBA,2015,Washington Wizards,WAS,82,3238,7033,0.46,709,1983,0.36,1349,1849,0.73,743,2688,3431,2005,708,323,1186,1708,8534,39.5,85.8,0.46,8.6,24.2,0.36,16.5,22.5,0.73,9.1,32.8,41.8,24.5,8.6,3.9,14.5,20.8,104.1,1502,2969,6428,0.461885500933416,643,1782,0.360830527497194,1243,1698,0.732037691401649,3067,1926,662,288,1050,1553,7824
NBA,2016,Atlanta Hawks,ATL,82,3123,6919,0.45,729,2137,0.34,1484,2039,0.73,844,2793,3637,1938,672,397,1294,1491,8459,38.1,84.4,0.45,8.9,26.1,0.34,18.1,24.9,0.73,10.3,34.1,44.4,23.6,8.2,4.8,15.8,18.2,103.2,41,2841,6260,0.453833865814696,591,1779,0.33220910623946,1379,1911,0.721611721611722,3294,1754,615,371,1147,1322,7652
NBA,2016,Boston Celtics,BOS,82,3168,6978,0.45,985,2741,0.36,1536,1903,0.81,744,2698,3442,2069,617,340,1088,1686,8857,38.6,85.1,0.45,12,33.4,0.36,18.7,23.2,0.81,9.1,32.9,42.0,25.2,7.5,4.1,13.3,20.6,108.0,121,3168,6978,0.453998280309544,985,2741,0.359357898577162,1536,1903,0.807146610614819,3442,2069,617,340,1037,1686,8857
NBA,2016,Brooklyn Nets,BRO,82,3102,6988,0.44,877,2591,0.34,1592,2020,0.79,720,2879,3599,1756,594,388,1355,1726,8673,37.8,85.2,0.44,10.7,31.6,0.34,19.4,24.6,0.79,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,105.8,129,2641,5948,0.444014794889038,716,2135,0.33536299765808,1343,1715,0.783090379008746,3159,1594,532,352,1140,1501,7341
NBA,2016,Charlotte Hornets,CHA,82,3093,7000,0.44,824,2346,0.35,1591,1953,0.81,721,2854,3575,1891,570,391,942,1360,8601,37.7,85.4,0.44,10,28.6,0.35,19.4,23.8,0.81,8.8,34.8,43.6,23.1,7,4.8,11.5,16.6,104.9,165,2868,6549,0.437929454878607,806,2281,0.353353792196405,1487,1825,0.814794520547945,3203,1784,533,317,811,1157,8029
NBA,2016,Chicago Bulls,CHI,82,3169,7142,0.44,623,1830,0.34,1474,1848,0.8,999,2796,3795,1851,644,394,1110,1455,8435,38.6,87.1,0.44,7.6,22.3,0.34,18.0,22.5,0.8,12.2,34.1,46.3,22.6,7.9,4.8,13.5,17.7,102.9,214,2529,5832,0.433641975308642,542,1600,0.33875,1249,1539,0.811565951916829,2883,1666,567,323,890,1135,6849
NBA,2016,Cleveland Cavaliers,CLE,82,3275,6963,0.47,1067,2779,0.38,1431,1913,0.75,767,2824,3591,1858,540,331,1122,1486,9048,39.9,84.9,0.47,13,33.9,0.38,17.5,23.3,0.75,9.4,34.4,43.8,22.7,6.6,4,13.7,18.1,110.3,267,2930,6206,0.472123751208508,890,2372,0.375210792580101,1330,1775,0.749295774647887,3231,1648,466,291,939,1237,8080
NBA,2016,Dallas Mavericks,DAL,82,2968,6751,0.44,878,2473,0.36,1215,1516,0.8,649,2516,3165,1705,615,309,972,1567,8029,36.2,82.3,0.44,10.7,30.2,0.36,14.8,18.5,0.8,7.9,30.7,38.6,20.8,7.5,3.8,11.9,19.1,97.9,310,2386,5409,0.441116657422814,712,1997,0.356534802203305,971,1204,0.806478405315615,2427,1163,484,234,651,1170,6455
