"","Team","Season","impliedFGM","impliedFGA","impliedFG%","implied3FGM","implied3FGA","implied3FG%","impliedFTM","impliedFTA","impliedFT%","impliedREB","impliedAST","impliedSTL","impliedBLK","impliedTO","impliedPF","impliedPTS"
"377","DET",1983,3792,7897,0.480182347726985,32,141,0.226950354609929,1974,2547,0.775029446407538,3858,2255,696,416,1293,2170,9590
"378","DET",1984,3775,7870,0.479669631512071,45,196,0.229591836734694,1740,2195,0.792710706150342,3799,2268,675,381,1275,1988,9335
"379","DET",1985,3722,7664,0.485647181628392,55,182,0.302197802197802,1777,2267,0.783855315394795,3671,2308,728,319,1313,2035,9276
"380","DET",1986,3324,6760,0.491715976331361,39,168,0.232142857142857,1848,2419,0.763952046300124,3369,1969,598,341,1276,1739,8535
"381","DET",1987,3099,6323,0.490115451526174,58,201,0.288557213930348,1727,2254,0.766193433895297,3099,1886,522,229,1162,1535,7983
"382","DET",1988,2893,5876,0.492341729067393,98,325,0.301538461538462,1438,1888,0.761652542372881,3360,1829,481,390,1154,1706,7322
"383","DET",1989,3262,6828,0.477738722905682,163,510,0.319607843137255,1685,2208,0.763134057971015,3527,1918,496,407,1157,1880,8372
"384","DET",1990,3180,6842,0.464776381175095,131,440,0.297727272727273,1678,2197,0.763768775603095,3616,1821,485,347,1128,1834,8169
"385","DET",1991,3183,6846,0.464943032427695,162,521,0.310940499040307,1561,2103,0.74227294341417,3625,1894,543,357,1174,1638,8089
"386","DET",1992,2680,5918,0.452855694491382,261,793,0.329129886506936,1229,1658,0.741254523522316,3057,1629,440,194,910,1363,6850
"387","DET",1993,2781,6184,0.44970892626132,343,992,0.345766129032258,1150,1521,0.756081525312295,2655,1669,518,256,1077,1667,7055
"388","DET",1994,2683,5848,0.458789329685363,482,1364,0.353372434017595,1320,1718,0.768335273573923,2483,1688,623,281,1114,1631,7168
"389","DET",1995,2555,5629,0.453899449280512,525,1300,0.403846153846154,1529,2013,0.759562841530055,2874,1566,428,269,1053,1500,7164
"390","DET",1996,2488,5391,0.46150992394732,557,1438,0.387343532684284,1316,1758,0.748577929465301,2661,1430,534,154,837,1348,6849
"391","DET",1997,2247,5023,0.447342225761497,259,772,0.335492227979275,1267,1704,0.743544600938967,2452,1316,532,163,836,1136,6020
"392","DET",1998,1429,3263,0.437940545510267,247,676,0.365384615384615,789,1039,0.759384023099134,1487,946,346,157,650,863,3894
"393","DET",1999,2924,6406,0.456447080861692,439,1223,0.358953393295176,1893,2420,0.782231404958678,3166,1682,645,221,1194,1781,8180
"394","DET",2000,2571,6143,0.418525150577894,378,1070,0.353271028037383,1463,2000,0.7315,3099,1544,521,402,1123,1660,6983
"395","DET",2001,2654,5923,0.44808374134729,567,1509,0.375745526838966,1342,1778,0.754780652418448,2885,1727,620,492,1050,1500,7217
"396","DET",2002,2620,6124,0.42782495101241,533,1488,0.358198924731183,1520,1971,0.771182141045155,3230,1603,545,451,1012,1662,7293
"397","DET",2003,1944,4506,0.431424766977364,240,677,0.354505169867061,1166,1527,0.763588736083824,2628,1276,497,435,832,1026,5294
"398","DET",2004,2681,5952,0.450436827956989,357,1021,0.349657198824682,1437,1937,0.741868869385648,3326,1620,533,466,956,1427,7156
"399","DET",2005,2806,6126,0.458047665687235,534,1391,0.383896477354421,1341,1817,0.738029719317556,3133,1765,540,464,786,1361,7487
"400","DET",2006,2165,4946,0.43772745653053,447,1299,0.344110854503464,1217,1463,0.831852358168148,1969,1529,408,246,698,1011,5994
"401","DET",2007,2713,5954,0.455660060463554,457,1231,0.371242891957758,1400,1787,0.783435926133184,2912,1675,529,358,787,1396,7283
"402","DET",2008,2185,4876,0.44811320754717,349,977,0.357215967246673,979,1272,0.769654088050314,2091,1275,318,236,647,1126,5698
"403","DET",2009,2877,6482,0.443844492440605,374,1190,0.314285714285714,1429,1946,0.734326824254882,3178,1578,583,301,998,1758,7557
"404","DET",2010,2963,6458,0.458810777330443,472,1256,0.375796178343949,1316,1755,0.74985754985755,2994,1713,571,307,957,1537,7714
"405","DET",2011,2272,5197,0.437175293438522,317,916,0.346069868995633,1090,1447,0.753282653766413,2623,1227,456,274,962,1284,5951
"406","DET",2012,2359,5317,0.443671243182246,418,1249,0.33466773418735,1092,1549,0.704970948999354,2658,1362,481,273,981,1290,6228
"407","DET",2013,3182,7124,0.446659180235823,507,1580,0.320886075949367,1415,2111,0.670298436759829,3721,1714,687,395,1143,1666,8286
"408","DET",2014,1578,3679,0.428920902419136,407,1182,0.344331641285956,608,926,0.65658747300216,1827,758,339,191,459,777,4171
"409","DET",2015,2670,6078,0.43928923988154,605,1768,0.342194570135747,1205,1850,0.651351351351351,3281,1398,504,251,950,1336,7150
"410","DET",2016,3054,6871,0.44447678649396,631,1914,0.329676071055381,1014,1434,0.707112970711297,3283,1691,551,259,872,1276,7753
"411","DET",2017,2279,5022,0.453803265631223,629,1682,0.373959571938169,861,1174,0.733390119250426,2665,1398,483,222,740,1062,6048
"412","DET",2018,2699,6022,0.448189970109598,720,2078,0.346487006737247,1255,1696,0.73997641509434,3213,1601,454,277,901,1536,7373
"413","DET",2019,1898,4190,0.452983293556086,650,1764,0.368480725623583,819,1047,0.782234957020057,1660,1239,341,193,646,928,5265
"414","FLO",1970,3085,6794,0.454077126876656,78,244,0.319672131147541,1932,2496,0.774038461538462,3189,1703,0,0,1380,1709,8180
"415","FLO",1971,3151,6930,0.454689754689755,187,587,0.318568994889267,2063,2626,0.785605483625286,3124,1732,0,0,1321,1854,8552
"416","FTW",1948,969,3461,0.279976885293268,0,0,0,883,1247,0.708099438652767,0,727,0,0,0,1072,2821
"417","FTW",1949,1222,3767,0.324396071144147,0,0,0,1044,1436,0.727019498607242,0,901,0,0,0,1362,3488
"418","FTW",1950,1650,4873,0.338600451467269,0,0,0,1385,1965,0.704834605597964,2609,967,0,0,0,1574,4685
"419","FTW",1951,1705,4803,0.354986466791589,0,0,0,1570,2127,0.73812881993418,2947,1364,0,0,0,1634,4980
"420","FTW",1952,1508,4249,0.354907036949871,0,0,0,1523,2051,0.742564602632862,2530,982,0,0,0,1703,4539
"421","FTW",1953,1732,4566,0.379325448970653,0,0,0,1481,2017,0.734258800198314,3218,1333,0,0,0,1477,4945
"422","FTW",1954,2215,5677,0.39017086489343,0,0,0,1878,2556,0.734741784037559,3300,1679,0,0,0,1605,6308
"423","FTW",1955,2321,5925,0.391729957805907,0,0,0,1934,2637,0.733409177095184,3447,1685,0,0,0,1655,6576
"424","FTW",1956,2501,6529,0.383060192985143,0,0,0,1858,2486,0.747385358004827,3839,1387,0,0,0,1595,6860
"425","GSW",1981,3125,6280,0.497611464968153,91,325,0.28,1492,2047,0.728871519296531,2769,1648,554,266,1159,1653,7833
"426","GSW",1982,2351,4709,0.499256742408155,15,62,0.241935483870968,989,1330,0.743609022556391,2092,1282,548,305,949,1178,5706
"427","GSW",1983,3138,6814,0.460522453771647,55,224,0.245535714285714,1750,2267,0.771945302161447,2683,1723,736,308,1314,1691,8081
"428","GSW",1984,2638,5905,0.446740050804403,110,393,0.279898218829517,1580,2005,0.788029925187032,1932,1596,667,182,1110,1495,6966
"429","GSW",1985,3522,7267,0.484656667125361,87,278,0.31294964028777,1849,2414,0.765948632974316,3281,1999,732,333,1316,1849,8980
"430","GSW",1986,2858,5943,0.480901901396601,116,364,0.318681318681319,1628,2092,0.778202676864245,2952,1858,622,198,1115,1874,7460
"431","GSW",1987,2182,4636,0.470664365832614,76,227,0.334801762114537,1091,1353,0.806356245380636,2003,1329,457,126,852,1342,5531
"432","GSW",1988,3342,7222,0.46275270008308,174,576,0.302083333333333,1825,2246,0.812555654496883,3119,1796,718,584,1310,1618,8683
"433","GSW",1989,3267,6653,0.49105666616564,240,731,0.328317373461012,2198,2698,0.814677538917717,2979,1765,672,440,1255,1741,8972
"434","GSW",1990,3266,6734,0.485001485001485,267,793,0.336696090794451,1948,2449,0.79542670477746,2826,1845,734,333,1188,1753,8747
"435","GSW",1991,3689,7271,0.507357997524412,254,761,0.33377135348226,1909,2542,0.750983477576711,3363,2033,837,354,1289,1954,9541
"436","GSW",1992,3350,6914,0.484524153890657,291,828,0.351449275362319,1700,2371,0.716997047659216,3398,1962,665,361,1348,1905,8691
"437","GSW",1993,3491,7093,0.492175384181587,289,857,0.337222870478413,1517,2287,0.663314385658067,3556,2190,801,509,1394,1771,8788
"438","GSW",1994,2686,5699,0.47131075627303,478,1370,0.348905109489051,1457,2038,0.714916584887144,2688,1802,559,284,1205,1480,7307
"439","GSW",1995,2402,5244,0.458047292143402,335,877,0.381984036488027,1459,1900,0.767894736842105,2788,1352,567,408,999,1371,6598
"440","GSW",1996,2470,5408,0.456730769230769,448,1265,0.354150197628459,1340,1637,0.81857055589493,2186,1646,506,243,1068,996,6728
"441","GSW",1997,1304,3166,0.411876184459886,94,343,0.274052478134111,674,972,0.693415637860082,1974,667,263,308,582,937,3376
"442","GSW",1998,1501,3591,0.417989417989418,162,565,0.286725663716814,634,890,0.712359550561798,1747,965,367,109,596,970,3798
"443","GSW",1999,1973,4704,0.419430272108844,245,760,0.322368421052632,1061,1506,0.704515272244356,2496,1319,528,164,853,1217,5252
"444","GSW",2000,2519,6213,0.405440206019636,276,937,0.294557097118463,1256,1759,0.71404206935759,2782,1588,650,226,1052,1356,6570
"445","GSW",2001,2592,6044,0.42885506287227,320,994,0.321931589537223,1480,1992,0.742971887550201,3003,1570,590,184,1078,1439,6984
"446","GSW",2002,3061,6937,0.441257027533516,425,1234,0.344408427876823,1853,2382,0.77791771620487,3829,1709,593,506,1245,1785,8400
"447","GSW",2003,2793,6322,0.441790572603606,429,1275,0.336470588235294,1437,1973,0.728332488596047,3340,1649,570,339,1121,1602,7452
"448","GSW",2004,2096,4861,0.431186998559967,468,1292,0.362229102167183,953,1306,0.729709035222052,2302,1052,390,155,685,1057,5613
"449","GSW",2005,2465,5910,0.417089678510998,625,1832,0.341157205240175,1369,1873,0.730912973838761,2479,1582,516,147,912,1334,6924
"450","GSW",2006,1942,4313,0.450266635752377,489,1389,0.352051835853132,930,1283,0.724863600935308,1570,1257,476,188,759,1005,5303
"451","GSW",2007,2958,6658,0.444277560829078,761,2185,0.348283752860412,1382,1792,0.771205357142857,2593,1722,671,234,942,1495,8059
"452","GSW",2008,2845,6097,0.466622929309496,432,1130,0.382300884955752,1615,2067,0.781325592646347,3207,1460,581,511,1032,1737,7737
"453","GSW",2009,2800,5915,0.473372781065089,533,1362,0.391336270190896,1443,1815,0.79504132231405,2252,1545,647,237,987,1430,7576
"454","GSW",2010,2657,5793,0.458656999827378,662,1680,0.394047619047619,1093,1350,0.80962962962963,2192,1612,586,194,919,1143,7069
"455","GSW",2011,1901,4125,0.460848484848485,439,1111,0.395139513951395,677,855,0.791812865497076,1877,1142,387,198,663,948,4918
"456","GSW",2012,3002,6542,0.45888107612351,657,1630,0.403067484662577,1314,1622,0.810110974106042,3177,1778,519,226,1107,1466,7975
"457","GSW",2013,2605,5700,0.457017543859649,678,1730,0.391907514450867,1101,1407,0.782515991471215,2544,1570,522,222,935,1287,6989
"458","GSW",2014,3102,6587,0.470927584636405,883,2217,0.398285972034281,1224,1560,0.784615384615385,2915,2051,709,331,1007,1329,8311
"459","GSW",2015,3319,6834,0.485659935616037,1076,2590,0.415444015444015,1260,1597,0.788979336255479,3417,2307,662,435,1167,1530,8974
"460","GSW",2016,3476,7006,0.496146160433914,964,2508,0.384370015948963,1424,1803,0.789794786466999,3498,2431,766,537,1141,1503,9340
"461","GSW",2017,3498,6957,0.502802932298404,926,2368,0.391047297297297,1357,1663,0.815995189416717,3553,2400,655,609,1226,1592,9279
"462","GSW",2018,3541,7251,0.488346434974486,1087,2824,0.384915014164306,1312,1632,0.803921568627451,3657,2374,610,492,1104,1672,9481
"463","GSW",2019,1440,3327,0.432822362488729,359,1178,0.304753820033956,727,910,0.798901098901099,1802,1065,330,176,599,852,3966
"464","HOU",1967,563,1204,0.467607973421927,4,12,0.333333333333333,297,362,0.820441988950276,713,95,0,0,154,321,1427
"465","HOU",1968,1488,3626,0.410369553226696,1,28,0.0357142857142857,1029,1494,0.688755020080321,2746,703,0,0,697,1328,4006
"466","HOU",1972,149,375,0.397333333333333,0,0,0,119,162,0.734567901234568,304,53,0,0,0,108,417
"467","HOU",1973,336,732,0.459016393442623,0,0,0,193,240,0.804166666666667,923,166,80,104,0,227,865
"468","HOU",1974,235,538,0.436802973977695,0,0,0,159,203,0.783251231527094,488,84,37,74,0,128,629
"469","HOU",1981,3395,7093,0.478640913576766,50,176,0.284090909090909,1580,2144,0.736940298507463,3477,1929,629,397,1245,1737,8420
"470","HOU",1982,2862,6475,0.442007722007722,67,270,0.248148148148148,1151,1553,0.741146168705731,2814,1809,591,339,1312,1766,6942
"471","HOU",1983,3648,7376,0.494577006507592,30,154,0.194805194805195,1552,2089,0.742939205361417,3559,2170,604,501,1506,2241,8878
"472","HOU",1984,2927,5916,0.494759972954699,41,183,0.224043715846995,1176,1618,0.726823238566131,2500,2082,558,331,1242,1515,7071
"473","HOU",1985,3134,6483,0.483418170600031,85,310,0.274193548387097,1429,1896,0.753691983122363,2969,2181,611,320,1158,1720,7782
"474","HOU",1986,3149,6601,0.477048931980003,77,278,0.276978417266187,1552,2096,0.740458015267176,3350,1809,572,544,1152,1724,7927
"475","HOU",1987,2690,5588,0.481388690050107,48,216,0.222222222222222,1556,2011,0.773744405768275,2958,1418,581,376,997,1490,6984
"476","HOU",1988,3225,6819,0.472943246810383,161,512,0.314453125,1835,2423,0.75732562938506,3534,1951,762,437,1456,1847,8446
"477","HOU",1989,3168,6593,0.480509631427271,137,430,0.318604651162791,1463,2001,0.731134432783608,3536,1995,727,522,1303,1701,7936
"478","HOU",1990,3254,6970,0.466857962697274,315,983,0.320447609359105,1609,2138,0.752572497661366,3063,1808,708,383,1258,1598,8432
"479","HOU",1991,3076,6474,0.475131294408403,326,946,0.3446088794926,1388,1856,0.747844827586207,3210,1860,596,499,1222,1593,7866
"480","HOU",1992,3276,6728,0.48692033293698,386,1071,0.360410830999066,1582,2086,0.758389261744966,3508,2113,682,543,1252,1696,8520
"481","HOU",1993,3053,6415,0.475915822291504,429,1285,0.333852140077821,1400,1879,0.745077168706759,3248,2050,685,459,1235,1483,7935
"482","HOU",1994,2618,5535,0.472990063233966,559,1524,0.366797900262467,1276,1681,0.759071980963712,2700,1821,621,473,1085,1464,7071
"483","HOU",1995,3069,6614,0.464015724221349,637,1761,0.361726291879614,1605,2090,0.767942583732057,3298,1970,640,452,1201,1709,8380
"484","HOU",1996,2931,6242,0.469561038128805,629,1730,0.363583815028902,1463,1945,0.752185089974293,3377,1971,668,342,1279,1550,7954
"485","HOU",1997,2939,6503,0.451945256035676,573,1670,0.34311377245509,1633,2118,0.771010387157696,3313,1794,685,288,1249,1631,8084
"486","HOU",1998,1505,3288,0.457725060827251,291,802,0.36284289276808,745,1023,0.728250244379277,1771,1009,364,231,685,806,4046
"487","HOU",1999,2877,6404,0.449250468457214,581,1625,0.357538461538462,1502,2026,0.741362290227048,3280,1735,589,406,1294,1525,7837
"488","HOU",2000,2873,6364,0.45144563167819,503,1408,0.357244318181818,1543,2025,0.761975308641975,3299,1595,573,327,1111,1561,7792
"489","HOU",2001,2837,6629,0.427968019309096,496,1480,0.335135135135135,1402,1893,0.740623349181194,3436,1482,537,445,1074,1476,7572
"490","HOU",2002,2553,5807,0.439641811606682,393,1126,0.349023090586146,1415,1853,0.763626551538046,3141,1360,499,477,1078,1409,6914
"491","HOU",2003,2443,5532,0.441612436731743,507,1382,0.366859623733719,1206,1531,0.787720444154148,2788,1431,466,329,1139,1449,6599
"492","HOU",2004,1352,3169,0.42663300725781,267,776,0.344072164948454,732,944,0.775423728813559,1494,1014,306,81,498,695,3703
"493","HOU",2005,2377,5451,0.436066776738213,402,1192,0.337248322147651,1281,1676,0.764319809069212,2711,1355,485,244,934,1477,6437
"494","HOU",2006,2296,5304,0.432880844645551,697,1864,0.373927038626609,1148,1516,0.757255936675462,1989,1502,457,231,890,1018,6437
"495","HOU",2007,2596,5727,0.453291426575869,521,1504,0.346409574468085,1135,1540,0.737012987012987,3062,1545,504,343,915,1344,6848
"496","HOU",2008,2636,5705,0.46205083260298,516,1352,0.381656804733728,1373,1704,0.80575117370892,3236,1269,463,323,940,1393,7161
"497","HOU",2009,2342,5388,0.434669636228656,610,1713,0.356100408639813,1044,1368,0.763157894736842,2368,1504,430,193,850,1148,6338
"498","HOU",2010,2697,5815,0.463800515907137,505,1366,0.369692532942899,1475,1831,0.805570726379028,2990,1527,467,277,857,1337,7374
"499","HOU",2011,2305,5134,0.448967666536813,464,1285,0.361089494163424,954,1192,0.800335570469799,2360,1313,458,258,852,1188,6028
"500","HOU",2012,2412,5183,0.465367547752267,641,1760,0.364204545454545,1381,1818,0.75962596259626,2795,1625,541,285,1066,1220,6846
"501","HOU",2013,2821,5934,0.475396022918773,683,1934,0.353154084798345,1680,2352,0.714285714285714,3161,1614,560,407,1123,1441,8005
"502","HOU",2014,2359,5260,0.448479087452472,752,2101,0.357924797715374,1276,1736,0.735023041474654,2801,1465,618,311,1019,1392,6746
"503","HOU",2015,2750,5954,0.461874370171313,751,2138,0.351262862488307,1550,2242,0.691347011596789,3251,1525,727,408,1089,1584,7801
"504","HOU",2016,2664,5914,0.450456543794386,1095,3018,0.362823061630219,1422,1819,0.781748213304013,2846,1842,565,241,982,1249,7845
"505","HOU",2017,3102,6711,0.462226195797944,1234,3384,0.364657210401891,1584,2033,0.779144121987211,3454,1707,678,386,1041,1523,9022
"506","HOU",2018,2265,5353,0.423127218382216,1161,3202,0.362585883822611,1266,1502,0.842876165113182,2076,1428,548,240,822,1214,6957
"507","HOU",2019,2454,5603,0.437979653756916,1019,2926,0.348257006151743,1346,1666,0.807923169267707,2268,1410,525,219,888,1274,7273
"508","IND",1948,462,1520,0.303947368421053,0,0,0,320,472,0.677966101694915,0,337,0,0,0,485,1244
"509","IND",1949,1883,5020,0.375099601593625,0,0,0,1470,2039,0.720941638057871,0,1289,0,0,0,1560,5236
"510","IND",1950,2060,5631,0.365832001420707,0,0,0,1332,1853,0.718834322719914,2590,1438,0,0,0,1530,5452
"511","IND",1951,2024,5508,0.367465504720407,0,0,0,1417,1959,0.723328228688106,2935,1290,0,0,0,1580,5465
"512","IND",1952,1727,4834,0.357261067438974,0,0,0,1526,2145,0.711421911421911,2803,1226,0,0,0,1634,4980
"513","IND",1967,468,928,0.504310344827586,0,1,0,220,369,0.596205962059621,819,69,0,0,143,162,1156
"514","IND",1968,2803,6128,0.45740861618799,66,239,0.276150627615063,1758,2476,0.710016155088853,3496,1198,0,0,1107,1506,7430
"515","IND",1969,3484,7627,0.456798216861151,212,773,0.274256144890039,2025,2732,0.741215226939971,4252,1728,0,0,1387,1964,9205
"516","IND",1970,3409,7345,0.464125255275698,282,930,0.303225806451613,1927,2508,0.768341307814992,3913,1910,0,0,1300,1651,9027
"517","IND",1971,3456,7469,0.462712545186772,219,743,0.294751009421265,1983,2636,0.752276176024279,4438,1646,0,0,1456,1794,9114
"518","IND",1973,2813,6262,0.449217502395401,169,537,0.314711359404097,1327,1827,0.726327312534209,3126,1643,650,343,1259,1520,7122
"519","IND",1974,3707,7941,0.466817781135877,200,633,0.315955766192733,1413,1898,0.744467860906217,4137,1791,861,402,1455,1809,9027
"520","IND",1975,2910,6633,0.438715513342379,229,691,0.331403762662808,1340,1759,0.76179647527004,3363,1753,824,383,1214,1611,7389
"521","IND",1981,2842,6117,0.464606833415073,102,313,0.325878594249201,1388,1834,0.756815703380589,2728,1702,655,358,1130,1661,7174
"522","IND",1982,3391,7072,0.479496606334842,49,232,0.211206896551724,1329,1729,0.768652400231348,3156,2001,690,334,1393,1868,8160
"523","IND",1983,3441,7109,0.484034322689548,48,207,0.231884057971014,1616,2111,0.765513974419706,3390,2167,834,398,1488,2050,8546
"524","IND",1984,3449,7216,0.477965631929047,30,155,0.193548387096774,1836,2461,0.746038195855343,3671,1916,609,348,1542,2115,8764
"525","IND",1985,3033,6316,0.480208993033566,19,125,0.152,1441,1931,0.746245468669083,3319,1899,571,362,1332,1860,7526
"526","IND",1986,3379,7135,0.473580939032936,94,316,0.29746835443038,1651,2109,0.782835467045993,3389,2124,674,280,1207,1932,8503
"527","IND",1987,3366,6999,0.480925846549507,163,485,0.336082474226804,1497,1916,0.781315240083507,3473,1868,580,339,1232,1979,8392
"528","IND",1988,2271,4641,0.489334195216548,188,567,0.331569664902998,1172,1471,0.796736913664174,2089,1556,388,243,1063,1333,5902
"529","IND",1989,3327,6684,0.497755834829443,294,770,0.381818181818182,1853,2263,0.818824569155988,3180,2001,544,335,1271,1874,8801
"530","IND",1990,3104,6282,0.494110156001274,249,749,0.332443257676903,1866,2290,0.814847161572052,3033,2097,634,246,1241,1838,8323
"531","IND",1991,3476,7033,0.494241433243282,333,940,0.354255319148936,1862,2350,0.792340425531915,3612,2372,701,392,1363,2116,9147
"532","IND",1992,2573,5470,0.470383912248629,257,789,0.325728770595691,1551,1946,0.797019527235355,2520,1954,525,180,985,1486,6954
"533","IND",1993,3110,6371,0.488149427091508,184,500,0.368,1732,2336,0.741438356164384,3404,2029,693,434,1347,1880,8136
"534","IND",1994,2821,5868,0.480743012951602,374,985,0.379695431472081,1662,2188,0.759597806215722,2950,1833,666,323,1209,1716,7678
"535","IND",1995,2550,5413,0.471088121189728,363,973,0.373072970195272,1657,2070,0.80048309178744,2375,1821,505,194,1126,1667,7120
"536","IND",1996,2178,4843,0.449721247160851,373,961,0.388137356919875,1413,1870,0.755614973262032,2296,1174,428,306,942,1439,6142
"537","IND",1997,2638,5700,0.46280701754386,401,1029,0.389698736637512,1548,1958,0.790602655771195,2590,1816,592,275,1023,1632,7225
"538","IND",1998,1406,3216,0.437189054726368,294,799,0.367959949937422,766,913,0.838992332968237,1266,950,274,124,516,831,3872
"539","IND",1999,2729,6004,0.454530313124584,583,1487,0.392064559515804,1485,1797,0.826377295492488,2693,1789,504,319,1011,1570,7526
"540","IND",2000,2719,6211,0.437771695379166,393,1142,0.344133099824869,1519,1962,0.77420998980632,3282,1724,550,456,1104,1781,7350
"541","IND",2001,2076,4675,0.444064171122995,321,927,0.346278317152104,1184,1566,0.756066411238825,2703,1287,436,362,893,1344,5657
"542","IND",2002,2911,6608,0.440526634382567,379,1119,0.338695263628239,1739,2271,0.765741963892558,3626,1910,696,443,1150,1811,7940
"543","IND",2003,2694,6182,0.435781300549984,449,1281,0.350507416081187,1522,1987,0.765978862606945,3238,1761,703,382,1080,1586,7359
"544","IND",2004,2386,5612,0.425160370634355,542,1571,0.345003182686187,1614,1983,0.813918305597579,2668,1412,541,237,975,1489,6928
"545","IND",2005,2181,4988,0.437249398556536,427,1257,0.33969769291965,1255,1666,0.753301320528211,2650,1488,470,309,1002,1370,6044
"546","IND",2006,1828,4203,0.434927432786105,277,817,0.339045287637699,1052,1412,0.745042492917847,2338,1153,440,353,842,1221,4985
"547","IND",2007,2851,6460,0.441331269349845,741,1985,0.373299748110831,1433,1838,0.779651795429815,3285,1759,571,347,1076,1681,7876
"548","IND",2008,3022,6660,0.453753753753754,652,1725,0.377971014492754,1427,1743,0.818703384968445,3342,1726,553,358,1091,1680,8123
"549","IND",2009,3019,6817,0.442863429661141,658,1891,0.347964040190375,1564,2017,0.775409023301934,3401,1726,582,439,1168,1847,8260
"550","IND",2010,3003,6787,0.442463533225284,585,1653,0.353901996370236,1592,2035,0.782309582309582,3571,1611,584,456,1210,1782,8183
"551","IND",2011,2175,4944,0.439927184466019,367,1005,0.365174129353234,1281,1596,0.802631578947368,2583,1176,471,311,800,1253,5998
"552","IND",2012,2840,6501,0.43685586832795,555,1599,0.347091932457786,1426,1909,0.746987951807229,3690,1642,580,510,1175,1618,7661
"553","IND",2013,2732,6008,0.454727030625832,499,1383,0.360809833694866,1382,1781,0.775968556990455,3370,1530,522,423,1093,1549,7345
"554","IND",2014,2701,6224,0.43396529562982,597,1701,0.350970017636684,1297,1650,0.786060606060606,2985,1624,456,287,984,1459,7296
"555","IND",2015,2576,5904,0.436314363143631,638,1806,0.353266888150609,1215,1520,0.799342105263158,2542,1455,612,264,963,1211,7005
"556","IND",2016,3184,6845,0.465157048940833,704,1877,0.375066595631327,1444,1779,0.811691961776279,3364,1815,663,404,1067,1548,8516
"557","IND",2017,3290,6963,0.472497486715496,734,1985,0.369773299748111,1210,1556,0.777634961439589,3368,1799,712,331,1035,1495,8524
"558","IND",2018,3304,6910,0.478147612156295,729,1947,0.37442218798151,1257,1679,0.748659916617034,3454,2069,692,399,1057,1535,8594
"559","IND",2019,3066,6430,0.476827371695179,741,2032,0.364665354330709,1096,1393,0.786791098348887,3111,1880,542,374,921,1440,7969
"560","KCK",1981,1591,3390,0.469321533923304,18,96,0.1875,654,847,0.772136953955136,993,1362,342,86,695,889,3854
"561","KCK",1982,2648,5573,0.475148035169568,50,211,0.23696682464455,1329,1722,0.771777003484321,1856,1822,548,187,1177,1293,6675
"562","KCK",1983,2482,5193,0.477951088003081,47,159,0.29559748427673,1365,1674,0.815412186379928,1638,1730,490,94,962,1131,6376
"563","KCK",1984,3159,6300,0.501428571428571,62,237,0.261603375527426,1728,2176,0.794117647058823,2453,2147,537,156,1325,1693,8108
"564","KEN",1967,801,1817,0.44083654375344,1,6,0.166666666666667,686,1006,0.681908548707754,1613,272,0,0,412,585,2289
"565","KEN",1968,2782,6607,0.421068563644619,334,942,0.354564755838641,1725,2343,0.736235595390525,3387,1304,0,0,1162,1648,7623
"566","KEN",1969,3277,7601,0.431127483225891,322,901,0.357380688124306,1771,2386,0.742246437552389,4080,1627,0,0,1431,2022,8647
"567","KEN",1970,3547,7634,0.464631909876867,183,542,0.337638376383764,1998,2616,0.763761467889908,4121,1739,0,0,1377,1896,9275
"568","KEN",1971,2821,6022,0.46844902025905,129,366,0.352459016393443,1538,1992,0.772088353413655,2727,1570,0,0,1063,1486,7309
"569","KEN",1973,2670,5689,0.469326770961505,56,175,0.32,1211,1626,0.744772447724477,3501,1217,359,396,968,1153,6607
"570","KEN",1974,3692,7685,0.480416395575797,53,184,0.28804347826087,1610,2209,0.72883657763694,4269,2142,717,509,1560,1990,9047
"571","KEN",1975,1703,3715,0.458411843876178,76,227,0.334801762114537,654,856,0.764018691588785,1443,1091,332,153,699,930,4136
"572","LAC",1984,2776,5811,0.477714679056961,56,187,0.299465240641711,1231,1607,0.76602364654636,2325,1761,413,315,1171,1326,6839
"573","LAC",1985,2946,6218,0.473785783210035,61,216,0.282407407407407,1754,2270,0.772687224669603,2780,1784,625,370,1246,1557,7707
"574","LAC",1986,2774,6209,0.446770816556611,75,329,0.227963525835866,1517,2031,0.746922698178237,2613,1719,659,341,1216,1575,7140
"575","LAC",1987,3058,6888,0.443960511033682,79,316,0.25,1566,2178,0.71900826446281,3191,1802,686,455,1391,1665,7761
"576","LAC",1988,3369,7064,0.476925254813137,54,234,0.230769230769231,1529,2111,0.724301279014685,3194,2113,766,473,1529,1724,8321
"577","LAC",1989,2915,5943,0.490493016994784,32,151,0.211920529801325,1579,2165,0.72933025404157,3118,1665,663,467,1329,1676,7441
"578","LAC",1990,3000,6546,0.458295142071494,113,433,0.260969976905312,1384,1950,0.70974358974359,2948,2015,681,398,1213,1803,7497
"579","LAC",1991,3199,6702,0.4773202029245,117,416,0.28125,1522,2114,0.71996215704825,3399,1867,755,482,1167,1765,8037
"580","LAC",1992,3097,6468,0.478818800247372,133,491,0.270875763747454,1408,1880,0.748936170212766,2952,2105,770,328,1141,1493,7735
"581","LAC",1993,2583,5554,0.465070219661505,226,720,0.313888888888889,1119,1575,0.71047619047619,2848,1910,711,298,1189,1403,6511
